"Campaign name","Ad set name",Gender,Age,"Ad name","Amount spent (THB)",Reach,Impressions,"Link clicks","Landing page views","Website adds to cart","Website purchases","Website purchases conversion value","Reporting starts","Reporting ends"
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,female,25-34,"Test - Trust - AURORA มั่นใจ มาตรฐานระดับโลก!",284.60617354,9636,13448,109,99,4,,,2026-06-23,2026-06-29
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,female,25-34,"Test - Branding - มากกว่ามูลค่าทอง คือความสุข",275.32808435,8964,12070,103,99,2,,,2026-06-23,2026-06-29
"4040 | ONN | website Traffic | Always On",Gold-Lookalike,male,25-34,"ผ่อนทอง 0% June 2026",259.16660148,15899,23132,309,299,,,,2026-06-23,2026-06-29
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,male,25-34,"Test - Branding - มากกว่ามูลค่าทอง คือความสุข",255.43822274,8736,12260,98,89,4,1,65646,2026-06-23,2026-06-29
"4040 | ONN | website Conversion | Always On",Gold-Lookalike-Conversion,male,45-54,"Gems of The Day  21- 30 Jun 26",246.08043089,3406,6316,32,21,8,,,2026-06-23,2026-06-29
"4040 | ONN | website Traffic | Always On",Gold-Lookalike,male,35-44,"ผ่อนทอง 0% June 2026",243.57680591,14997,21839,266,263,4,,,2026-06-23,2026-06-29
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,female,55-64,"Test - Branding - เปลี่ยนโอากาสพิเศษ",237.74331087,5443,13343,194,173,,,,2026-06-23,2026-06-29
"4040 | ONN | website Conversion | Always On",Gold-Retargeting-Conversion,male,35-44,"Gems of The Day  21- 30 Jun 26",231.82060034,3605,8481,26,19,20,1,8351,2026-06-23,2026-06-29
"4040 | ONN | website Conversion | Always On",Gold-Retargeting-Conversion,male,25-34,"Gems of The Day  21- 30 Jun 26",192.64049887,3190,7676,30,17,15,,,2026-06-23,2026-06-29
"4040 | ONN | website Conversion | Always On",Gold-Lookalike-Conversion,female,18-24,"Gems of The Day  21- 30 Jun 26",187.51032833,2829,5670,23,16,9,,,2026-06-23,2026-06-29
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,female,18-24,"Test - Service - ทองแท้ 96.5",183.54316092,6717,9495,78,69,,,,2026-06-23,2026-06-29
"4040 | ONN | website Conversion | Always On",Gold-Lookalike-Conversion,female,25-34,"Aurora Mid Year Gold Sale  25- 30 Jun 26",180.3114702,4000,5272,87,76,20,,,2026-06-23,2026-06-29
"4040 | ONN | website Traffic Campaign  | Pay Day","Pay Day  -Broad",female,55-64,"Pay Day 25-30 June 2026",178.91624553,2881,5336,112,93,14,3,74757,2026-06-23,2026-06-29
"4040 | ONN | website Conversion | Always On",Gold-Board-Conversion,male,45-54,"Gems of The Day  21- 30 Jun 26",178.20184356,3206,6256,10,6,7,1,2362,2026-06-23,2026-06-29
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,female,18-24,"Test - Trust - ช่องทางชำระเงิน",169.61114882,6706,9111,67,61,,,,2026-06-23,2026-06-29
"4040 | ONN | website Traffic Campaign  | Pay Day","Pay Day -Lookalike",female,35-44,"Pay Day 25-30 June 2026",166.65645314,4315,5987,118,108,44,2,16528,2026-06-23,2026-06-29
"4040 | ONN | website Traffic | Always On",Gold-Lookalike,female,45-54,"ผ่อนทอง 0% June 2026",166.23782008,10096,13907,201,195,2,,,2026-06-23,2026-06-29
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,female,18-24,"Test - Service - ซื้อทองออนไลน์อย่างมั่นใจ",161.41413925,6257,8393,71,69,,,,2026-06-23,2026-06-29
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,female,18-24,"Test - Trust - AURORA มั่นใจ มาตรฐานระดับโลก!",161.34349978,5860,8581,64,57,,,,2026-06-23,2026-06-29
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,male,18-24,"Test - Service - ทองแท้ 96.5",159.89275362,5755,8831,73,70,,,,2026-06-23,2026-06-29
"4040 | ONN | website Conversion | Always On",Gold-Lookalike-Conversion,male,55-64,"Gems of The Day  21- 30 Jun 26",156.09027332,1364,2584,16,12,1,,,2026-06-23,2026-06-29
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,male,18-24,"Test - Trust - ช่องทางชำระเงิน",152.46103266,5471,8456,61,58,,,,2026-06-23,2026-06-29
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,male,18-24,"Test - Trust - AURORA มั่นใจ มาตรฐานระดับโลก!",151.28328156,5257,8433,59,51,2,,,2026-06-23,2026-06-29
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,male,18-24,"Test - Service - ซื้อทองออนไลน์อย่างมั่นใจ",150.02384716,5286,7970,61,62,,,,2026-06-23,2026-06-29
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,male,18-24,"Test - Branding - มากกว่ามูลค่าทอง คือความสุข",149.00896324,5219,7958,79,63,1,,,2026-06-23,2026-06-29
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,female,18-24,"Test - Branding - มากกว่ามูลค่าทอง คือความสุข",144.83899226,5579,7736,51,52,,,,2026-06-23,2026-06-29
"4040 | ONN | website Conversion | Always On",Gold-Board-Conversion,female,55-64,"Gems of The Day  21- 30 Jun 26",142.78147712,2194,3623,20,15,4,,,2026-06-23,2026-06-29
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,female,25-34,"Test - Branding - เปลี่ยนโอากาสพิเศษ",137.91192059,3512,5457,67,62,,,,2026-06-23,2026-06-29
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,female,35-44,"Test - Service - ทองแท้ 96.5",134.89232307,4602,5915,56,49,1,,,2026-06-23,2026-06-29
"4040 | ONN | website Traffic Campaign  | Pay Day","Pay Day  -Broad",male,35-44,"Pay Day 25-30 June 2026",129.12729033,4652,6209,89,72,41,6,335340,2026-06-23,2026-06-29
"4040 | ONN | website Traffic | Always On",Gold-Retargeting,male,45-54,"ผ่อนทอง 0% June 2026",129.06627801,5433,10423,158,151,3,,,2026-06-23,2026-06-29
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,female,35-44,"Test - Trust - ช่องทางชำระเงิน",125.9808533,3491,4611,39,28,1,,,2026-06-23,2026-06-29
"4040 | ONN | website Conversion | Always On",Gold-Lookalike-Conversion,female,65+,"Gems of The Day  21- 30 Jun 26",123.38021604,1049,1658,16,13,,1,8301,2026-06-23,2026-06-29
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,female,35-44,"Test - Service - ซื้อทองออนไลน์อย่างมั่นใจ",122.7631481,4419,5454,69,61,,,,2026-06-23,2026-06-29
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,female,65+,"Test - Branding - มากกว่ามูลค่าทอง คือความสุข",120.7591598,2692,5068,55,41,,,,2026-06-23,2026-06-29
"4040 | ONN | website Traffic Campaign  | Pay Day","Pay Day -Lookalike",female,25-34,"Pay Day 25-30 June 2026",119.63745382,3250,4559,92,77,22,5,262768,2026-06-23,2026-06-29
"4040 | ONN | website Conversion | Always On",Gold-Lookalike-Conversion,female,45-54,"Aurora Mid Year Gold Sale  25- 30 Jun 26",119.43435005,1835,2428,61,51,23,2,32447,2026-06-23,2026-06-29
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,male,65+,"Test - Branding - เปลี่ยนโอากาสพิเศษ",117.27163315,2370,6601,96,84,,,,2026-06-23,2026-06-29
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,female,65+,"Test - Service - ทองแท้ 96.5",115.36198673,3105,5181,65,58,,,,2026-06-23,2026-06-29
"4040 | ONN | website Conversion | Always On",Gold-Board-Conversion,female,18-24,"Gems of The Day  21- 30 Jun 26",114.6311859,2428,4357,11,10,2,1,8145,2026-06-23,2026-06-29
"4040 | ONN | website Traffic Campaign  | Pay Day","Pay Day  -Broad",male,25-34,"Pay Day 25-30 June 2026",113.72761348,4304,5646,76,64,15,,,2026-06-23,2026-06-29
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,male,35-44,"Test - Service - ซื้อทองออนไลน์อย่างมั่นใจ",110.72283934,4189,5310,56,52,1,,,2026-06-23,2026-06-29
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,female,35-44,"Test - Branding - มากกว่ามูลค่าทอง คือความสุข",110.61923035,3562,4593,34,28,,,,2026-06-23,2026-06-29
"4040 | ONN | website Traffic Campaign  | Pay Day","Pay Day  -Broad",female,65+,"Pay Day 25-30 June 2026",110.29768546,1857,3368,56,49,4,,,2026-06-23,2026-06-29
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,male,35-44,"Test - Service - ทองแท้ 96.5",110.09189597,3891,5170,59,56,1,,,2026-06-23,2026-06-29
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,female,55-64,"Test - Service - ทองแท้ 96.5",106.9118412,3182,4989,62,54,,,,2026-06-23,2026-06-29
"4040 | ONN | website Traffic | Always On",Gold-Broad,female,35-44,"ผ่อนทอง 0% June 2026",103.66,2886,5502,209,193,107,6,24296,2026-06-23,2026-06-29
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,male,35-44,"Test - Trust - ช่องทางชำระเงิน",102.46069399,3213,4340,40,33,1,,,2026-06-23,2026-06-29
"4040 | ONN | website Traffic | Always On",Gold-Retargeting,female,55-64,"ผ่อนทอง 0% June 2026",102.4070468,3965,7798,104,103,1,,,2026-06-23,2026-06-29
"4040 | ONN | website Traffic Campaign  | Pay Day","Pay Day  -Broad",male,45-54,"Pay Day 25-30 June 2026",100.77788523,2471,3766,75,69,14,2,43920,2026-06-23,2026-06-29
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,female,45-54,"Test - Branding - เปลี่ยนโอากาสพิเศษ",100.75140309,2603,5258,54,42,,,,2026-06-23,2026-06-29
"4040 | ONN | website Traffic | Always On",Gold-Retargeting,female,18-24,"ผ่อนทอง 0% June 2026",99.96711716,4884,8177,114,107,,,,2026-06-23,2026-06-29
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,male,25-34,"Test - Branding - เปลี่ยนโอากาสพิเศษ",99.91139139,3201,4545,43,34,,,,2026-06-23,2026-06-29
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,female,65+,"Test - Service - ซื้อทองออนไลน์อย่างมั่นใจ",95.57245083,2215,3630,42,40,,,,2026-06-23,2026-06-29
"4040 | ONN | website Conversion | Always On",Gold-Lookalike-Conversion,male,35-44,"Aurora Mid Year Gold Sale  25- 30 Jun 26",94.80551514,1784,2462,51,51,17,1,4608,2026-06-23,2026-06-29
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,male,35-44,"Test - Trust - AURORA มั่นใจ มาตรฐานระดับโลก!",90.60196529,3436,4556,49,45,,1,16348,2026-06-23,2026-06-29
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,female,35-44,"Test - Trust - AURORA มั่นใจ มาตรฐานระดับโลก!",90.1319551,3325,4265,34,29,,,,2026-06-23,2026-06-29
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,male,35-44,"Test - Branding - มากกว่ามูลค่าทอง คือความสุข",88.13938675,3185,4150,43,41,,,,2026-06-23,2026-06-29
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,female,55-64,"Test - Service - ซื้อทองออนไลน์อย่างมั่นใจ",85.60219515,2294,3615,36,33,,,,2026-06-23,2026-06-29
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,female,55-64,"Test - Branding - มากกว่ามูลค่าทอง คือความสุข",85.52940491,2483,3985,46,37,,,,2026-06-23,2026-06-29
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,female,45-54,"Test - Service - ทองแท้ 96.5",80.70138981,2597,3566,37,28,,,,2026-06-23,2026-06-29
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,female,35-44,"Test - Branding - เปลี่ยนโอากาสพิเศษ",78.58109434,2251,3525,40,31,1,,,2026-06-23,2026-06-29
"4040 | ONN | website Traffic Campaign  | Pay Day","Pay Day -Retargeting",female,35-44,"Pay Day 25-30 June 2026",78.26,1975,2545,44,38,3,,,2026-06-23,2026-06-29
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,female,65+,"Test - Trust - AURORA มั่นใจ มาตรฐานระดับโลก!",77.20167462,1850,2957,34,28,,,,2026-06-23,2026-06-29
"4040 | ONN | website Traffic Campaign  | Pay Day","Pay Day -Lookalike",female,45-54,"Pay Day 25-30 June 2026",75.55839193,1626,2195,60,48,12,,,2026-06-23,2026-06-29
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,female,45-54,"Test - Branding - มากกว่ามูลค่าทอง คือความสุข",74.16948395,2128,2992,23,21,,,,2026-06-23,2026-06-29
"4040 | ONN | website Conversion | Always On",Gold-Lookalike-Conversion,male,65+,"Gems of The Day  21- 30 Jun 26",73.25012826,612,953,9,6,,,,2026-06-23,2026-06-29
"4040 | ONN | website Conversion | Always On",Gold-Retargeting-Conversion,male,45-54,"Gems of The Day  21- 30 Jun 26",72.85018866,1218,2662,8,5,2,,,2026-06-23,2026-06-29
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,female,45-54,"Test - Service - ซื้อทองออนไลน์อย่างมั่นใจ",70.18179972,2338,3123,27,24,,,,2026-06-23,2026-06-29
"4040 | ONN | website Conversion | Always On",Gold-Lookalike-Conversion,male,18-24,"Gems of The Day  21- 30 Jun 26",63.88011186,1388,2655,8,4,3,,,2026-06-23,2026-06-29
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,male,65+,"Test - Service - ซื้อทองออนไลน์อย่างมั่นใจ",63.3216238,1448,2487,43,37,,,,2026-06-23,2026-06-29
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,male,65+,"Test - Service - ทองแท้ 96.5",63.11108688,1893,3150,26,21,,,,2026-06-23,2026-06-29
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,female,45-54,"Test - Trust - ช่องทางชำระเงิน",61.94041954,1675,2222,23,18,,,,2026-06-23,2026-06-29
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,male,55-64,"Test - Branding - เปลี่ยนโอากาสพิเศษ",61.28085341,1711,4084,41,36,,,,2026-06-23,2026-06-29
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,female,55-64,"Test - Trust - AURORA มั่นใจ มาตรฐานระดับโลก!",60.49131215,1753,2752,24,13,,,,2026-06-23,2026-06-29
"4040 | ONN | website Traffic | Always On",Gold-Lookalike,female,18-24,"ผ่อนทอง 0% June 2026",58.75922947,3421,5041,72,65,1,,,2026-06-23,2026-06-29
"4040 | ONN | website Traffic Campaign  | Pay Day","Pay Day -Retargeting",female,25-34,"Pay Day 25-30 June 2026",58.5,1593,2095,44,37,6,,,2026-06-23,2026-06-29
"4040 | ONN | website Conversion | Always On",Gold-Board-Conversion,male,55-64,"Gems of The Day  21- 30 Jun 26",58.29060304,1249,2155,6,2,2,,,2026-06-23,2026-06-29
"4040 | ONN | website Traffic | Always On",Gold-Broad,female,45-54,"ผ่อนทอง 0% June 2026",57.65,1601,3251,131,108,55,7,354970,2026-06-23,2026-06-29
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,female,45-54,"Test - Trust - AURORA มั่นใจ มาตรฐานระดับโลก!",56.52122603,1803,2499,34,27,,,,2026-06-23,2026-06-29
"4040 | ONN | website Conversion | Always On",Gold-Lookalike-Conversion,male,25-34,"Aurora Mid Year Gold Sale  25- 30 Jun 26",56.36733349,1225,1724,27,25,3,,,2026-06-23,2026-06-29
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,female,65+,"Test - Trust - ช่องทางชำระเงิน",56.02037944,1591,2272,34,25,,,,2026-06-23,2026-06-29
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,male,55-64,"Test - Service - ทองแท้ 96.5",55.51095599,1505,2403,25,14,,,,2026-06-23,2026-06-29
"4040 | ONN | website Traffic | Always On",Gold-Lookalike,male,45-54,"ผ่อนทอง 0% June 2026",55.16927655,3338,4722,52,47,,,,2026-06-23,2026-06-29
"4040 | ONN | website Traffic | Always On",Gold-Lookalike,female,55-64,"ผ่อนทอง 0% June 2026",54.74928206,2725,4105,69,71,,,,2026-06-23,2026-06-29
"4040 | ONN | website Traffic Campaign  | Pay Day","Pay Day  -Broad",male,55-64,"Pay Day 25-30 June 2026",53.90886875,1068,1798,29,25,2,,,2026-06-23,2026-06-29
"4040 | ONN | website Conversion | Always On",Gold-Retargeting-Conversion,female,55-64,"Gems of The Day  21- 30 Jun 26",53.43013837,611,1186,7,4,,,,2026-06-23,2026-06-29
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,male,65+,"Test - Branding - มากกว่ามูลค่าทอง คือความสุข",52.04963786,1436,2534,15,11,,,,2026-06-23,2026-06-29
"4040 | ONN | website Traffic | Always On",Gold-Broad,female,25-34,"ผ่อนทอง 0% June 2026",51.81,2139,3754,65,62,68,5,84132,2026-06-23,2026-06-29
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,male,45-54,"Test - Service - ทองแท้ 96.5",51.68089003,1725,2418,28,16,,,,2026-06-23,2026-06-29
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,male,18-24,"Test - Branding - เปลี่ยนโอากาสพิเศษ",50.54070384,1744,2842,29,24,,,,2026-06-23,2026-06-29
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,male,45-54,"Test - Trust - ช่องทางชำระเงิน",49.3703344,1335,1811,14,10,,,,2026-06-23,2026-06-29
"4040 | ONN | website Conversion | Always On",Gold-Retargeting-Conversion,female,35-44,"Aurora Mid Year Gold Sale  25- 30 Jun 26",48.81,909,986,12,11,1,,,2026-06-23,2026-06-29
"4040 | ONN | website Conversion | Always On",Gold-Retargeting-Conversion,female,18-24,"Gems of The Day  21- 30 Jun 26",48.28012503,692,1573,15,12,5,,,2026-06-23,2026-06-29
"4040 | ONN | website Conversion | Always On",Gold-Lookalike-Conversion,male,45-54,"Aurora Mid Year Gold Sale  25- 30 Jun 26",47.79773888,810,1021,29,23,7,,,2026-06-23,2026-06-29
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,male,45-54,"Test - Service - ซื้อทองออนไลน์อย่างมั่นใจ",47.26121195,1770,2345,17,13,,,,2026-06-23,2026-06-29
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,female,55-64,"Test - Trust - ช่องทางชำระเงิน",46.59031557,1355,1917,20,12,,,,2026-06-23,2026-06-29
"4040 | ONN | website Conversion | Always On",Gold-Board-Conversion,male,18-24,"Gems of The Day  21- 30 Jun 26",45.69047268,1110,2029,6,4,2,3,50657,2026-06-23,2026-06-29
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,male,45-54,"Test - Branding - เปลี่ยนโอากาสพิเศษ",43.02059911,1115,1932,17,13,,,,2026-06-23,2026-06-29
"4040 | ONN | website Traffic | Always On",Gold-Retargeting,female,65+,"ผ่อนทอง 0% June 2026",41.45880442,1491,3153,48,44,2,,,2026-06-23,2026-06-29
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,male,35-44,"Test - Branding - เปลี่ยนโอากาสพิเศษ",41.25057446,1394,2073,17,15,,,,2026-06-23,2026-06-29
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,male,45-54,"Test - Trust - AURORA มั่นใจ มาตรฐานระดับโลก!",40.8408859,1364,1938,12,11,1,,,2026-06-23,2026-06-29
"4040 | ONN | website Conversion | Always On",Gold-Board-Conversion,female,35-44,"Aurora Mid Year Gold Sale  25- 30 Jun 26",40.83,860,901,20,12,8,,,2026-06-23,2026-06-29
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,female,18-24,"Test - Branding - เปลี่ยนโอากาสพิเศษ",40.42056291,1474,2250,28,26,,,,2026-06-23,2026-06-29
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,male,45-54,"Test - Branding - มากกว่ามูลค่าทอง คือความสุข",39.9697219,1328,1787,22,19,,,,2026-06-23,2026-06-29
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,male,65+,"Test - Trust - AURORA มั่นใจ มาตรฐานระดับโลก!",39.05084707,1110,1746,18,14,,,,2026-06-23,2026-06-29
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,male,55-64,"Test - Service - ซื้อทองออนไลน์อย่างมั่นใจ",38.95099885,1254,1916,25,15,,,,2026-06-23,2026-06-29
"4040 | ONN | website Traffic Campaign  | Pay Day","Pay Day  -Broad",male,65+,"Pay Day 25-30 June 2026",38.82918519,792,1318,17,16,,,,2026-06-23,2026-06-29
"4040 | ONN | website Conversion | Always On",Gold-Board-Conversion,female,65+,"Gems of The Day  21- 30 Jun 26",38.74040078,861,1266,8,5,,,,2026-06-23,2026-06-29
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,male,65+,"Test - Trust - ช่องทางชำระเงิน",38.54026104,977,1527,20,13,,,,2026-06-23,2026-06-29
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,male,55-64,"Test - Branding - มากกว่ามูลค่าทอง คือความสุข",35.55975259,1134,1746,17,13,,,,2026-06-23,2026-06-29
