"Campaign name","Ad set name",Gender,Age,"Ad name","Amount spent (THB)",Reach,Impressions,"Link clicks","Landing page views","Website adds to cart","Website purchases","Website purchases conversion value","Reporting starts","Reporting ends"
"4040 | ONN | website Traffic | Always On",Gold-Lookalike,male,35-44,"ผ่อนทอง 0% June 2026",0.52,32,32,,,,,,2026-06-30,2026-06-30
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,unknown,65+,"Test - Service - ทองแท้ 96.5",0.49001331,29,36,,,,,,2026-06-30,2026-06-30
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,male,65+,"Test - Service - ซื้อทองออนไลน์อย่างมั่นใจ",0.49,35,35,,,1,,,2026-06-30,2026-06-30
"4040 | ONN | website Traffic | Always On",Gold-Broad,female,18-24,"ผ่อนทอง 0% June 2026",0.47,33,36,2,3,,,,2026-06-30,2026-06-30
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,female,18-24,"Test - Branding - เปลี่ยนโอากาสพิเศษ",0.47,34,35,,,,,,2026-06-30,2026-06-30
"4040 | ONN | website Traffic Campaign  | Pay Day","Pay Day -Retargeting",female,18-24,"Pay Day 25-30 June 2026",0.47,12,12,,,,,,2026-06-30,2026-06-30
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,male,18-24,"Test - Branding - เปลี่ยนโอากาสพิเศษ",0.46,41,41,,,,,,2026-06-30,2026-06-30
"4040 | ONN | website Conversion | Always On",Gold-Board-Conversion,male,18-24,"Gems of The Day  21- 30 Jun 26",0.44,14,20,,,,,,2026-06-30,2026-06-30
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,female,65+,"Test - Service - ซื้อทองออนไลน์อย่างมั่นใจ",0.43,32,35,1,,,,,2026-06-30,2026-06-30
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,male,25-34,"Test - Service - ซื้อทองออนไลน์อย่างมั่นใจ",0.43,41,43,2,1,,,,2026-06-30,2026-06-30
"4040 | ONN | website Traffic Campaign  | Pay Day","Pay Day -Retargeting",male,35-44,"Pay Day 25-30 June 2026",0.42,19,20,2,1,1,,,2026-06-30,2026-06-30
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Broad,unknown,35-44,"Test - Service - ทองแท้ 96.5",0.41001114,16,21,1,1,,,,2026-06-30,2026-06-30
"4040 | ONN | website Traffic | Always On",Gold-Lookalike,female,55-64,"ผ่อนทอง 0% June 2026",0.4,15,16,,,,,,2026-06-30,2026-06-30
"4040 | ONN | website Conversion | Always On",Gold-Lookalike-Conversion,unknown,45-54,"Aurora Mid Year Gold Sale  25- 30 Jun 26",0.38,8,8,,,,,,2026-06-30,2026-06-30
