"Campaign name","Ad set name",Gender,Age,"Ad name","Amount spent (THB)",Reach,Impressions,"Link clicks","Landing page views","Website adds to cart","Website purchases","Website purchases conversion value","Reporting starts","Reporting ends"
job:DM26_0116-moj:Conversion-cpg:AWO-cpn:AWO-aus:Retarget,geo:TH-age:25_64-gdr:All-plm:All-aud:Purchase,male,35-44,"adn:ผ่อนทอง 0% Aug 2026.jpg-adf:Single",301.07,907,6667,56,47,93,13,1286186,2026-08-25,2026-08-31
"job:DM26_0116-moj:Conversion-cpg:AWO-cpn:ADHOC Campaign-aus:New",geo:TH-age:25_54-gdr:All-plm:All-aud:Lookalike,male,25-34,"adn:ผ่อนทองแผ่น   0% นาน 6 เดือน ฟรีค่าธรรมเนียม-adf:Single",284.58,3728,6382,54,47,15,1,17883,2026-08-25,2026-08-31
job:DM26_0116-moj:Conversion-cpg:AWO-cpn:AWO-aus:Retarget,"geo:TH-age:25_64-gdr:All-plm:All-aud:Website Visit",female,45-54,"adn:The Memory Gold Laser  13_31 Aug-adf:Single",259.83981942,1440,4285,53,49,40,2,37187,2026-08-25,2026-08-31
job:DM26_0116-moj:Conversion-cpg:AWO-cpn:AWO-aus:Retarget,geo:TH-age:25_64-gdr:All-plm:All-aud:Purchase,male,45-54,"adn:ผ่อนทอง 0% Aug 2026.jpg-adf:Single",224.87,476,2972,49,44,45,3,15103,2026-08-25,2026-08-31
job:DM26_0116-moj:Conversion-cpg:AWO-cpn:AWO-aus:Retarget,"geo:TH-age:25_64-gdr:All-plm:All-aud:Website Visit",male,35-44,"adn:The Memory Gold Laser  13_31 Aug-adf:Single",172.13650509,1406,4584,27,22,27,5,149199,2026-08-25,2026-08-31
job:DM26_0116-moj:Traffic-cpg:AWO-cpn:AWO-aus:New,geo:TH-age:25_54-gdr:All-plm:All-aud:Lookalike,female,25-34,"adn:Lifestyle _ เลือกทองเหมือนเลือกสไตล์-adf:Single",156.09,1801,2582,32,24,,,,2026-08-25,2026-08-31
job:DM26_0116-moj:Conversion-cpg:AWO-cpn:AWO-aus:Retarget,geo:TH-age:25_64-gdr:All-plm:All-aud:Purchase,male,25-34,"adn:ผ่อนทอง 0% Aug 2026.jpg-adf:Single",147.77,573,3993,20,15,63,7,203169,2026-08-25,2026-08-31
job:DM26_0116-moj:Traffic-cpg:AWO-cpn:AWO-aus:New,geo:TH-age:25_54-gdr:All-plm:All-aud:Lookalike,female,45-54,"adn:Service _ ทองแท้ 96.5-adf:Single",136.99,1324,1803,20,19,1,,,2026-08-25,2026-08-31
job:DM26_0116-moj:Traffic-cpg:AWO-cpn:AWO-aus:New,geo:TH-age:25_54-gdr:All-plm:All-aud:Lookalike,female,35-44,"adn:Service _ ทองแท้ 96.5-adf:Single",136.63,1430,1971,27,23,1,,,2026-08-25,2026-08-31
"job:DM26_0116-moj:Conversion-cpg:AWO-cpn:ADHOC Campaign-aus:New","geo:TH-age:25_54-gdr:All-plm:All-aud:Interest Investment and Gold",female,55-64,"adn:ผ่อนทองแผ่น   0% นาน 6 เดือน ฟรีค่าธรรมเนียม-adf:Single",133.74704433,1292,1933,24,21,9,,,2026-08-25,2026-08-31
job:DM26_0116-moj:Traffic-cpg:AWO-cpn:AWO-aus:New,"geo:TH-age:25_54-gdr:All-plm:All-aud:Engage Page",male,35-44,"adn:บริการ Same Day Delivery-adf:Single",127.96158968,1333,3048,18,14,4,1,72209,2026-08-25,2026-08-31
job:DM26_0116-moj:Conversion-cpg:AWO-cpn:AWO-aus:Retarget,"geo:TH-age:25_64-gdr:All-plm:All-aud:Website Visit",male,25-34,"adn:The Memory Gold Laser  13_31 Aug-adf:Single",125.27473417,1110,3810,16,7,25,5,591617,2026-08-25,2026-08-31
"job:DM26_0116-moj:Conversion-cpg:AWO-cpn:ADHOC Campaign-aus:New","geo:TH-age:25_54-gdr:All-plm:All-aud:Interest Investment and Gold",male,55-64,"adn:ผ่อนทองแผ่น   0% นาน 6 เดือน ฟรีค่าธรรมเนียม-adf:Single",123.85726288,1266,2151,19,14,1,,,2026-08-25,2026-08-31
job:DM26_0116-moj:Conversion-cpg:AWO-cpn:AWO-aus:Retarget,geo:TH-age:25_64-gdr:All-plm:All-aud:Purchase,female,55-64,"adn:ผ่อนทอง 0% Aug 2026.jpg-adf:Single",116.55,275,1324,50,42,26,2,71896,2026-08-25,2026-08-31
job:DM26_0116-moj:Conversion-cpg:AWO-cpn:AWO-aus:Retarget,geo:TH-age:25_64-gdr:All-plm:All-aud:Purchase,female,35-44,adn:พระประจำวันเกิด-adf:Single,111.05,982,2014,12,12,31,2,20492,2026-08-25,2026-08-31
job:DM26_0116-moj:Conversion-cpg:AWO-cpn:AWO-aus:Retarget,"geo:TH-age:25_64-gdr:All-plm:All-aud:Website Visit",male,45-54,"adn:The Memory Gold Laser  13_31 Aug-adf:Single",109.1841261,881,2656,12,10,18,1,9144,2026-08-25,2026-08-31
"job:DM26_0116-moj:Conversion-cpg:AWO-cpn:ADHOC Campaign-aus:New",geo:TH-age:25_54-gdr:All-plm:All-aud:Lookalike,female,55-64,"adn:ผ่อนทองแผ่น   0% นาน 6 เดือน ฟรีค่าธรรมเนียม-adf:Single",107.61,995,1455,16,14,4,,,2026-08-25,2026-08-31
job:DM26_0116-moj:Traffic-cpg:AWO-cpn:AWO-aus:New,"geo:TH-age:25_54-gdr:All-plm:All-aud:Engage Page",male,25-34,"adn:บริการ Same Day Delivery-adf:Single",105.01309798,1234,3062,27,20,8,1,2199,2026-08-25,2026-08-31
"job:DM26_0116-moj:Conversion-cpg:AWO-cpn:ADHOC Campaign-aus:New",geo:TH-age:25_54-gdr:All-plm:All-aud:Lookalike,male,55-64,"adn:ผ่อนทองแผ่น   0% นาน 6 เดือน ฟรีค่าธรรมเนียม-adf:Single",99.15,915,1548,24,26,5,,,2026-08-25,2026-08-31
job:DM26_0116-moj:Traffic-cpg:AWO-cpn:AWO-aus:New,geo:TH-age:25_54-gdr:All-plm:All-aud:Lookalike,male,45-54,"adn:Lifestyle _ เลือกทองเหมือนเลือกสไตล์-adf:Single",98.44,1011,1607,21,16,,,,2026-08-25,2026-08-31
job:DM26_0116-moj:Traffic-cpg:AWO-cpn:AWO-aus:New,"geo:TH-age:25_54-gdr:All-plm:All-aud:Engage Page",female,35-44,"adn:Branding _ มากกว่ามูลค่าทอง คือความสุข-adf:Single",94.10133942,1835,2610,11,9,1,,,2026-08-25,2026-08-31
job:DM26_0116-moj:Conversion-cpg:AWO-cpn:AWO-aus:Retarget,"geo:TH-age:25_64-gdr:All-plm:All-aud:Website Visit",female,35-44,"adn:ผ่อนทอง 0% Aug 2026.jpg-adf:Single",87.53,649,1203,20,19,39,1,1194,2026-08-25,2026-08-31
job:DM26_0116-moj:Traffic-cpg:AWO-cpn:AWO-aus:New,"geo:TH-age:25_54-gdr:All-plm:All-aud:Engage Page",male,45-54,"adn:บริการ Same Day Delivery-adf:Single",85.17440188,854,1821,19,11,6,,,2026-08-25,2026-08-31
job:DM26_0116-moj:Traffic-cpg:AWO-cpn:AWO-aus:New,"geo:TH-age:25_54-gdr:All-plm:All-aud:Engage Page",female,25-34,"adn:Branding _ มากกว่ามูลค่าทอง คือความสุข-adf:Single",84.58727027,1808,2574,11,11,6,,,2026-08-25,2026-08-31
job:DM26_0116-moj:Conversion-cpg:AWO-cpn:AWO-aus:Retarget,"geo:TH-age:25_64-gdr:All-plm:All-aud:Website Visit",female,35-44,adn:พระประจำวันเกิด-adf:Single,79.67,723,1622,27,22,19,1,18433,2026-08-25,2026-08-31
job:DM26_0116-moj:Conversion-cpg:AWO-cpn:AWO-aus:Retarget,geo:TH-age:25_64-gdr:All-plm:All-aud:Purchase,male,55-64,"adn:ผ่อนทอง 0% Aug 2026.jpg-adf:Single",76.61,127,826,18,15,22,3,257547,2026-08-25,2026-08-31
job:DM26_0116-moj:Traffic-cpg:AWO-cpn:AWO-aus:New,"geo:TH-age:25_54-gdr:All-plm:All-aud:Engage Page",female,45-54,"adn:Branding _ มากกว่ามูลค่าทอง คือความสุข-adf:Single",74.99325096,974,1461,11,8,,,,2026-08-25,2026-08-31
job:DM26_0116-moj:Conversion-cpg:AWO-cpn:AWO-aus:Retarget,geo:TH-age:25_64-gdr:All-plm:All-aud:Purchase,female,35-44,"adn:The Memory Gold Laser  13_31 Aug-adf:Single",74.25,695,1205,14,19,23,2,37028,2026-08-25,2026-08-31
job:DM26_0116-moj:Traffic-cpg:AWO-cpn:AWO-aus:New,geo:TH-age:25_54-gdr:All-plm:All-aud:Lookalike,female,35-44,"adn:บริการ Same Day Delivery-adf:Single",70.77,1117,1366,17,13,,,,2026-08-25,2026-08-31
job:DM26_0116-moj:Traffic-cpg:AWO-cpn:AWO-aus:New,geo:TH-age:25_54-gdr:All-plm:All-aud:Lookalike,male,35-44,"adn:Lifestyle _ เลือกทองเหมือนเลือกสไตล์-adf:Single",68.73,875,1341,13,11,,,,2026-08-25,2026-08-31
job:DM26_0116-moj:Conversion-cpg:AWO-cpn:AWO-aus:Retarget,geo:TH-age:25_64-gdr:All-plm:All-aud:Purchase,female,25-34,adn:พระประจำวันเกิด-adf:Single,68.48,588,1639,18,15,17,1,9188,2026-08-25,2026-08-31
job:DM26_0116-moj:Conversion-cpg:AWO-cpn:AWO-aus:Retarget,"geo:TH-age:25_64-gdr:All-plm:All-aud:Website Visit",female,55-64,"adn:The Memory Gold Laser  13_31 Aug-adf:Single",67.37254603,453,996,12,21,12,,,2026-08-25,2026-08-31
job:DM26_0116-moj:Conversion-cpg:AWO-cpn:AWO-aus:Retarget,geo:TH-age:25_64-gdr:All-plm:All-aud:Purchase,female,45-54,adn:พระประจำวันเกิด-adf:Single,66.61,508,1150,13,12,8,,,2026-08-25,2026-08-31
job:DM26_0116-moj:Conversion-cpg:AWO-cpn:AWO-aus:Retarget,"geo:TH-age:25_64-gdr:All-plm:All-aud:Website Visit",female,45-54,adn:พระประจำวันเกิด-adf:Single,57.01,469,1027,23,23,3,,,2026-08-25,2026-08-31
job:DM26_0116-moj:Traffic-cpg:AWO-cpn:AWO-aus:New,geo:TH-age:25_54-gdr:All-plm:All-aud:Lookalike,female,25-34,"adn:Service _ ทองแท้ 96.5-adf:Single",55.09,665,927,12,10,7,,,2026-08-25,2026-08-31
job:DM26_0116-moj:Traffic-cpg:AWO-cpn:AWO-aus:New,geo:TH-age:25_54-gdr:All-plm:All-aud:Lookalike,female,25-34,"adn:บริการ Same Day Delivery-adf:Single",52.36,873,1154,10,6,5,,,2026-08-25,2026-08-31
job:DM26_0116-moj:Conversion-cpg:AWO-cpn:AWO-aus:Retarget,"geo:TH-age:25_64-gdr:All-plm:All-aud:Website Visit",female,25-34,"adn:ผ่อนทอง 0% Aug 2026.jpg-adf:Single",52.33,531,1113,21,20,32,2,91679,2026-08-25,2026-08-31
job:DM26_0116-moj:Traffic-cpg:AWO-cpn:AWO-aus:New,geo:TH-age:25_54-gdr:All-plm:All-aud:Lookalike,male,25-34,"adn:Lifestyle _ เลือกทองเหมือนเลือกสไตล์-adf:Single",49.24,630,925,8,6,,,,2026-08-25,2026-08-31
job:DM26_0116-moj:Traffic-cpg:AWO-cpn:AWO-aus:New,geo:TH-age:25_54-gdr:All-plm:All-aud:Lookalike,female,45-54,"adn:บริการ Same Day Delivery-adf:Single",47.6,665,786,9,7,,,,2026-08-25,2026-08-31
job:DM26_0116-moj:Conversion-cpg:AWO-cpn:AWO-aus:Retarget,geo:TH-age:25_64-gdr:All-plm:All-aud:Purchase,female,25-34,"adn:The Memory Gold Laser  13_31 Aug-adf:Single",47.5,503,1030,9,9,11,,,2026-08-25,2026-08-31
job:DM26_0116-moj:Traffic-cpg:AWO-cpn:AWO-aus:New,geo:TH-age:25_54-gdr:All-plm:All-aud:Lookalike,female,55-64,"adn:Service _ ทองแท้ 96.5-adf:Single",46.63,383,515,15,14,,,,2026-08-25,2026-08-31
job:DM26_0116-moj:Conversion-cpg:AWO-cpn:AWO-aus:Retarget,"geo:TH-age:25_64-gdr:All-plm:All-aud:Website Visit",male,55-64,"adn:The Memory Gold Laser  13_31 Aug-adf:Single",45.53172066,375,1046,6,5,4,,,2026-08-25,2026-08-31
job:DM26_0116-moj:Conversion-cpg:AWO-cpn:AWO-aus:New,geo:TH-age:25_64-gdr:All-plm:All-aud:Lookalike,female,45-54,adn:พระประจำวันเกิด-adf:Single,43.16,330,372,5,2,,,,2026-08-25,2026-08-31
job:DM26_0116-moj:Conversion-cpg:AWO-cpn:AWO-aus:Retarget,geo:TH-age:25_64-gdr:All-plm:All-aud:Purchase,male,35-44,adn:พระประจำวันเกิด-adf:Single,42.36,355,980,4,3,9,1,17970,2026-08-25,2026-08-31
job:DM26_0116-moj:Traffic-cpg:AWO-cpn:AWO-aus:New,geo:TH-age:25_54-gdr:All-plm:All-aud:Lookalike,female,55-64,"adn:Lifestyle _ เลือกทองเหมือนเลือกสไตล์-adf:Single",42.16,413,535,11,11,,,,2026-08-25,2026-08-31
job:DM26_0116-moj:Conversion-cpg:AWO-cpn:AWO-aus:Retarget,"geo:TH-age:25_64-gdr:All-plm:All-aud:Website Visit",female,25-34,adn:พระประจำวันเกิด-adf:Single,41.42,502,1254,5,5,18,1,18408,2026-08-25,2026-08-31
job:DM26_0116-moj:Conversion-cpg:AWO-cpn:AWO-aus:Retarget,"geo:TH-age:25_64-gdr:All-plm:All-aud:Website Visit",male,35-44,adn:พระประจำวันเกิด-adf:Single,33.57,415,885,5,3,5,1,18295,2026-08-25,2026-08-31
job:DM26_0116-moj:Conversion-cpg:AWO-cpn:AWO-aus:Retarget,geo:TH-age:25_64-gdr:All-plm:All-aud:Purchase,male,45-54,adn:พระประจำวันเกิด-adf:Single,32.5,186,498,1,1,1,,,2026-08-25,2026-08-31
job:DM26_0116-moj:Traffic-cpg:AWO-cpn:AWO-aus:New,"geo:TH-age:25_54-gdr:All-plm:All-aud:Engage Page",female,45-54,"adn:Lifestyle _ เลือกทองเหมือนเลือกสไตล์-adf:Single",31.68,356,435,8,7,2,,,2026-08-25,2026-08-31
job:DM26_0116-moj:Conversion-cpg:AWO-cpn:AWO-aus:Retarget,"geo:TH-age:25_64-gdr:All-plm:All-aud:Website Visit",female,45-54,"adn:ผ่อนทอง 0% Aug 2026.jpg-adf:Single",29.67,294,529,14,6,25,2,36890,2026-08-25,2026-08-31
job:DM26_0116-moj:Conversion-cpg:AWO-cpn:AWO-aus:Retarget,"geo:TH-age:25_64-gdr:All-plm:All-aud:Website Visit",male,45-54,adn:พระประจำวันเกิด-adf:Single,29.44,277,596,3,3,1,,,2026-08-25,2026-08-31
job:DM26_0116-moj:Conversion-cpg:AWO-cpn:AWO-aus:Retarget,geo:TH-age:25_64-gdr:All-plm:All-aud:Purchase,female,45-54,"adn:The Memory Gold Laser  13_31 Aug-adf:Single",29.09,293,500,1,1,5,,,2026-08-25,2026-08-31
job:DM26_0116-moj:Conversion-cpg:AWO-cpn:AWO-aus:Retarget,geo:TH-age:25_64-gdr:All-plm:All-aud:Purchase,female,35-44,"adn:The Memory Custom Card   13_31 Aug-adf:Single",27.7,156,278,1,1,3,,,2026-08-25,2026-08-31
job:DM26_0116-moj:Conversion-cpg:AWO-cpn:AWO-aus:New,geo:TH-age:25_64-gdr:All-plm:All-aud:Lookalike,female,35-44,adn:พระประจำวันเกิด-adf:Single,27.68,342,374,1,1,,,,2026-08-25,2026-08-31
job:DM26_0116-moj:Traffic-cpg:AWO-cpn:AWO-aus:New,"geo:TH-age:25_54-gdr:All-plm:All-aud:Engage Page",female,45-54,"adn:Branding _ เปลี่ยนโอกาสพิเศษ-adf:Single",26.02,202,243,7,7,1,,,2026-08-25,2026-08-31
job:DM26_0116-moj:Traffic-cpg:AWO-cpn:AWO-aus:New,"geo:TH-age:25_54-gdr:All-plm:All-aud:Engage Page",female,35-44,"adn:Lifestyle _ เลือกทองเหมือนเลือกสไตล์-adf:Single",25.29,460,563,5,5,,,,2026-08-25,2026-08-31
job:DM26_0116-moj:Conversion-cpg:AWO-cpn:AWO-aus:Retarget,geo:TH-age:25_64-gdr:All-plm:All-aud:Purchase,female,55-64,adn:พระประจำวันเกิด-adf:Single,24.49,102,214,3,2,,,,2026-08-25,2026-08-31
job:DM26_0116-moj:Traffic-cpg:AWO-cpn:AWO-aus:New,"geo:TH-age:25_54-gdr:All-plm:All-aud:Engage Page",female,35-44,"adn:Branding _ เปลี่ยนโอกาสพิเศษ-adf:Single",23.85,278,328,8,8,,,,2026-08-25,2026-08-31
job:DM26_0116-moj:Traffic-cpg:AWO-cpn:AWO-aus:New,"geo:TH-age:25_54-gdr:All-plm:All-aud:Engage Page",female,55-64,"adn:บริการ Same Day Delivery-adf:Single",23.5084549,241,368,3,2,1,,,2026-08-25,2026-08-31
job:DM26_0116-moj:Conversion-cpg:AWO-cpn:AWO-aus:Retarget,"geo:TH-age:25_64-gdr:All-plm:All-aud:Website Visit",male,35-44,"adn:ผ่อนทอง 0% Aug 2026.jpg-adf:Single",23.23,307,521,7,7,9,,,2026-08-25,2026-08-31
job:DM26_0116-moj:Traffic-cpg:AWO-cpn:AWO-aus:New,geo:TH-age:25_54-gdr:All-plm:All-aud:Lookalike,male,35-44,"adn:Service _ ทองแท้ 96.5-adf:Single",23.15,276,418,6,5,1,,,2026-08-25,2026-08-31
job:DM26_0116-moj:Conversion-cpg:AWO-cpn:AWO-aus:Retarget,geo:TH-age:25_64-gdr:All-plm:All-aud:Purchase,male,25-34,adn:พระประจำวันเกิด-adf:Single,22.41,215,657,1,,5,1,572,2026-08-25,2026-08-31
job:DM26_0116-moj:Conversion-cpg:AWO-cpn:AWO-aus:Retarget,geo:TH-age:25_64-gdr:All-plm:All-aud:Purchase,female,45-54,"adn:The Memory Custom Card   13_31 Aug-adf:Single",22.08,104,217,3,3,6,,,2026-08-25,2026-08-31
job:DM26_0116-moj:Conversion-cpg:AWO-cpn:AWO-aus:Retarget,"geo:TH-age:25_64-gdr:All-plm:All-aud:Website Visit",male,25-34,"adn:ผ่อนทอง 0% Aug 2026.jpg-adf:Single",21.96,255,449,6,4,11,,,2026-08-25,2026-08-31
job:DM26_0116-moj:Traffic-cpg:AWO-cpn:AWO-aus:New,"geo:TH-age:25_54-gdr:All-plm:All-aud:Engage Page",female,55-64,"adn:Lifestyle _ เลือกทองเหมือนเลือกสไตล์-adf:Single",21.68,183,223,2,2,,,,2026-08-25,2026-08-31
job:DM26_0116-moj:Conversion-cpg:AWO-cpn:AWO-aus:New,geo:TH-age:25_64-gdr:All-plm:All-aud:Lookalike,male,35-44,adn:พระประจำวันเกิด-adf:Single,21.5,320,378,1,,,,,2026-08-25,2026-08-31
job:DM26_0116-moj:Conversion-cpg:AWO-cpn:AWO-aus:Retarget,geo:TH-age:25_64-gdr:All-plm:All-aud:Purchase,male,35-44,"adn:The Memory Gold Laser  13_31 Aug-adf:Single",21.19,217,478,2,2,10,1,4198,2026-08-25,2026-08-31
job:DM26_0116-moj:Conversion-cpg:AWO-cpn:AWO-aus:Retarget,"geo:TH-age:25_64-gdr:All-plm:All-aud:Website Visit",male,25-34,adn:พระประจำวันเกิด-adf:Single,20.93,327,678,3,2,9,2,6010,2026-08-25,2026-08-31
job:DM26_0116-moj:Conversion-cpg:AWO-cpn:AWO-aus:New,"geo:TH-age:25_64-gdr:All-plm:All-aud:Engage Page",female,35-44,"adn:The Memory Gold Laser  13_31 Aug-adf:Single",20.86,286,335,1,1,,,,2026-08-25,2026-08-31
job:DM26_0116-moj:Conversion-cpg:AWO-cpn:AWO-aus:New,geo:TH-age:25_64-gdr:All-plm:All-aud:Lookalike,male,45-54,adn:พระประจำวันเกิด-adf:Single,20.55,300,345,4,2,,,,2026-08-25,2026-08-31
job:DM26_0116-moj:Traffic-cpg:AWO-cpn:AWO-aus:New,geo:TH-age:25_54-gdr:All-plm:All-aud:Lookalike,male,45-54,"adn:Service _ ทองแท้ 96.5-adf:Single",19.98,240,345,4,4,1,,,2026-08-25,2026-08-31
job:DM26_0116-moj:Conversion-cpg:AWO-cpn:AWO-aus:Retarget,geo:TH-age:25_64-gdr:All-plm:All-aud:Purchase,male,55-64,adn:พระประจำวันเกิด-adf:Single,18.8,69,199,5,3,2,,,2026-08-25,2026-08-31
job:DM26_0116-moj:Traffic-cpg:AWO-cpn:AWO-aus:New,"geo:TH-age:25_54-gdr:All-plm:All-aud:Engage Page",female,25-34,"adn:Lifestyle _ เลือกทองเหมือนเลือกสไตล์-adf:Single",16.88,381,450,4,3,1,,,2026-08-25,2026-08-31
job:DM26_0116-moj:Conversion-cpg:AWO-cpn:AWO-aus:Retarget,geo:TH-age:25_64-gdr:All-plm:All-aud:Purchase,female,25-34,"adn:The Memory Custom Card   13_31 Aug-adf:Single",16.34,117,279,4,4,3,,,2026-08-25,2026-08-31
