"Campaign name","Ad set name",Gender,Age,"Ad name","Amount spent (THB)",Reach,Impressions,"Link clicks","Landing page views","Website adds to cart","Website purchases","Website purchases conversion value","Reporting starts","Reporting ends"
"4040 | ONN | website Traffic | Always On",Gold-Broad,male,35-44,"ผ่อนทอง 0% June 2026",53.99561411,3291,4628,114,106,46,6,42425,2026-06-09,2026-06-15
"4040 | ONN | website Conversion | Always On",Gold-Lookalike-Conversion,male,35-44,"นาคครุฑเสริมบารมี  11- 20 Jun 26",50.57,1414,2190,17,12,,,,2026-06-09,2026-06-15
"4040 | ONN | website Traffic Campaign  | Mid Month |","Mid Month -Retargeting",female,35-44,"Mid Month  | 15-17June 2026",50.32,1693,1944,29,27,2,,,2026-06-09,2026-06-15
"4040 | ONN | website Traffic | Always On",Gold-Lookalike,female,35-44,"ผ่อนทอง 0% June 2026",48.35,4712,5396,85,83,4,,,2026-06-09,2026-06-15
"4040 | ONN | website Conversion | Always On",Gold-Board-Conversion,female,18-24,"นาคครุฑเสริมบารมี  11- 20 Jun 26",48.13131599,1218,2212,12,14,6,,,2026-06-09,2026-06-15
"4040 | ONN | website Conversion | Always On",Gold-Board-Conversion,male,25-34,"ปีเซี๊ยะนำโชค 1-10 June 2026-Conversion",46.92884374,1003,1605,23,20,13,1,4839,2026-06-09,2026-06-15
"4040 | ONN | website Conversion | Always On",Gold-Lookalike-Conversion,female,35-44,"ปีเซี๊ยะนำโชค 1-10 June 2026-Conversion",46.63,903,1005,15,14,15,,,2026-06-09,2026-06-15
"4040 | ONN | website Conversion | Always On",Gold-Lookalike-Conversion,male,25-34,"นาคครุฑเสริมบารมี  11- 20 Jun 26",43.9,1426,2216,21,12,2,5,13497,2026-06-09,2026-06-15
"4040 | ONN | website Traffic | Always On",Gold-Retargeting,female,55-64,"ผ่อนทอง 0% June 2026",42.84018694,2346,4038,71,66,1,,,2026-06-09,2026-06-15
"4040 | ONN | website Traffic | Always On",Gold-Retargeting,male,45-54,"ผ่อนทอง 0% June 2026",40.00017454,2488,3976,66,64,4,,,2026-06-09,2026-06-15
"4040 | ONN | website Traffic | Always On",Gold-Lookalike,male,25-34,"ผ่อนทอง 0% June 2026",38.59,3964,4633,57,50,1,,,2026-06-09,2026-06-15
"4040 | ONN | website Conversion | Always On",Gold-Retargeting-Conversion,male,35-44,"นาคครุฑเสริมบารมี  11- 20 Jun 26",37.54,974,1612,15,14,3,,,2026-06-09,2026-06-15
"4040 | ONN | website Traffic | Always On",Gold-Broad,male,18-24,"ผ่อนทอง 0% June 2026",37.31696886,3680,4318,53,51,2,1,4591,2026-06-09,2026-06-15
"4040 | ONN | website Conversion | Always On",Gold-Retargeting-Conversion,female,45-54,"Laser Your Pride Be Proud 1-10 June 2026-Conversion",35.93,412,706,11,11,32,,,2026-06-09,2026-06-15
"4040 | ONN | website Traffic Campaign  | Live | June 2026","Live | June 2026-Broad",female,55-64,"Live | 10 June 2026",35.54221216,963,1033,9,5,,,,2026-06-09,2026-06-15
"4040 | ONN | website Traffic | Always On",Gold-Broad,male,45-54,"ผ่อนทอง 0% June 2026",35.53711343,1796,2719,70,70,10,,,2026-06-09,2026-06-15
"4040 | ONN | website Traffic Campaign  | Mid Month |","Mid Month -Retargeting",female,25-34,"Mid Month  | 15-17June 2026",35.15,1189,1375,7,5,,,,2026-06-09,2026-06-15
"4040 | ONN | website Conversion | Always On",Gold-Board-Conversion,male,45-54,"ปีเซี๊ยะนำโชค 1-10 June 2026-Conversion",35.12913447,537,757,8,6,1,1,34220,2026-06-09,2026-06-15
"4040 | ONN | website Conversion | Always On",Gold-Board-Conversion,male,55-64,"นาคครุฑเสริมบารมี  11- 20 Jun 26",33.82092472,788,1374,8,4,1,1,16670,2026-06-09,2026-06-15
"4040 | ONN | website Traffic Campaign  | Mid Month |","Mid Month  -Broad",female,35-44,"Mid Month  | 15-17June 2026",33.75,1029,1303,34,22,4,,,2026-06-09,2026-06-15
"4040 | ONN | website Traffic Campaign  | Mid Month |","Mid Month -Retargeting",female,45-54,"Mid Month  | 15-17June 2026",29.05,898,1052,14,13,,,,2026-06-09,2026-06-15
"4040 | ONN | website Traffic | Always On",Gold-Broad,female,55-64,"ผ่อนทอง 0% June 2026",27.76774451,1168,1881,53,44,14,1,4674,2026-06-09,2026-06-15
"4040 | ONN | website Conversion | Always On",Gold-Lookalike-Conversion,female,25-34,"ปีเซี๊ยะนำโชค 1-10 June 2026-Conversion",27.14,630,713,14,20,2,,,2026-06-09,2026-06-15
"4040 | ONN | website Conversion | Always On",Gold-Board-Conversion,female,55-64,"ปีเซี๊ยะนำโชค 1-10 June 2026-Conversion",26.74934093,329,419,21,13,4,,,2026-06-09,2026-06-15
"4040 | ONN | website Traffic Campaign  | Live | June 2026","Live | June 2026 -Lookalike",female,45-54,"Live | 10 June 2026",26.23,778,865,9,8,2,,,2026-06-09,2026-06-15
"4040 | ONN | website Conversion | Always On",Gold-Retargeting-Conversion,male,25-34,"นาคครุฑเสริมบารมี  11- 20 Jun 26",25.7,795,1340,6,4,,1,4674,2026-06-09,2026-06-15
"4040 | ONN | website Traffic Campaign  | Mid Month |","Mid Month  -Broad",female,25-34,"Mid Month  | 15-17June 2026",25.65,979,1172,14,11,4,1,17561,2026-06-09,2026-06-15
"4040 | ONN | website Traffic | Always On",Gold-Broad,female,18-24,"ผ่อนทอง 0% June 2026",25.58792157,2553,2863,50,44,6,,,2026-06-09,2026-06-15
"4040 | ONN | website Conversion | Always On",Gold-Lookalike-Conversion,male,45-54,"นาคครุฑเสริมบารมี  11- 20 Jun 26",24.94,696,1181,6,4,,,,2026-06-09,2026-06-15
"4040 | ONN | website Traffic Campaign  | Mid Month |","Mid Month  -Broad",female,45-54,"Mid Month  | 15-17June 2026",24.79,740,888,17,14,2,,,2026-06-09,2026-06-15
"4040 | ONN | website Traffic | Always On",Gold-Lookalike,male,35-44,"ผ่อนทอง 0% June 2026",24.72,2555,2966,35,31,,,,2026-06-09,2026-06-15
"4040 | ONN | website Conversion | Always On",Gold-Board-Conversion,female,35-44,"Laser Your Pride Be Proud 1-10 June 2026-Conversion",23.08,486,653,7,3,21,,,2026-06-09,2026-06-15
"4040 | ONN | website Conversion | Always On",Gold-Board-Conversion,female,25-34,"Laser Your Pride Be Proud 1-10 June 2026-Conversion",22.62,568,754,13,11,12,,,2026-06-09,2026-06-15
"4040 | ONN | website Conversion | Always On",Gold-Retargeting-Conversion,male,35-44,"Laser Your Pride Be Proud 1-10 June 2026-Conversion",22.57,476,761,6,5,13,3,72210,2026-06-09,2026-06-15
"4040 | ONN | website Traffic | Always On",Gold-Broad,male,55-64,"ผ่อนทอง 0% June 2026",20.87830412,1049,1435,49,43,6,1,4494,2026-06-09,2026-06-15
"4040 | ONN | website Traffic | Always On",Gold-Retargeting,male,18-24,"ผ่อนทอง 0% June 2026",20.84009094,1349,2126,33,27,,,,2026-06-09,2026-06-15
"4040 | ONN | website Conversion | Always On",Gold-Retargeting-Conversion,male,25-34,"Laser Your Pride Be Proud 1-10 June 2026-Conversion",17.52,407,655,8,4,6,,,2026-06-09,2026-06-15
"4040 | ONN | website Conversion | Always On",Gold-Lookalike-Conversion,female,45-54,"ปีเซี๊ยะนำโชค 1-10 June 2026-Conversion",17.39,294,341,10,11,,,,2026-06-09,2026-06-15
"4040 | ONN | website Traffic | Always On",Gold-Lookalike,female,45-54,"ผ่อนทอง 0% June 2026",17.3,1499,1802,29,25,3,,,2026-06-09,2026-06-15
"4040 | ONN | website Traffic Campaign  | Mid Month |","Mid Month -Lookalike",female,35-44,"Mid Month  | 15-17June 2026",16.95,565,658,10,5,2,,,2026-06-09,2026-06-15
"4040 | ONN | website Traffic | Always On",Gold-Retargeting,female,65+,"ผ่อนทอง 0% June 2026",16.68007278,910,1645,39,36,1,,,2026-06-09,2026-06-15
"4040 | ONN | website Conversion | Always On",Gold-Lookalike-Conversion,female,18-24,"นาคครุฑเสริมบารมี  11- 20 Jun 26",16.39,751,966,4,3,,,,2026-06-09,2026-06-15
"4040 | ONN | website Traffic Campaign  | Live | June 2026","Live | June 2026-Broad",male,55-64,"Live | 10 June 2026",15.56096852,461,487,7,5,,,,2026-06-09,2026-06-15
"4040 | ONN | website Traffic Campaign  | Live | June 2026","Live | June 2026 -Lookalike",male,25-34,"Live | 10 June 2026",15.46,711,790,6,6,2,1,17179,2026-06-09,2026-06-15
"4040 | ONN | website Traffic Campaign  | Live | June 2026","Live | June 2026 -Lookalike",male,35-44,"Live | 10 June 2026",15.35,543,607,5,5,3,,,2026-06-09,2026-06-15
"4040 | ONN | website Conversion | Always On",Gold-Lookalike-Conversion,female,55-64,"นาคครุฑเสริมบารมี  11- 20 Jun 26",15.23,307,524,6,3,1,1,2578,2026-06-09,2026-06-15
"4040 | ONN | website Conversion | Always On",Gold-Board-Conversion,female,65+,"นาคครุฑเสริมบารมี  11- 20 Jun 26",14.65040057,371,691,8,5,1,1,16708,2026-06-09,2026-06-15
"4040 | ONN | website Conversion | Always On",Gold-Board-Conversion,female,45-54,"Laser Your Pride Be Proud 1-10 June 2026-Conversion",14.64,218,310,5,4,25,3,172854,2026-06-09,2026-06-15
"4040 | ONN | website Conversion | Always On",Gold-Board-Conversion,female,18-24,"ปีเซี๊ยะนำโชค 1-10 June 2026-Conversion",13.93965655,327,503,6,5,4,,,2026-06-09,2026-06-15
"4040 | ONN | website Traffic | Always On",Gold-Retargeting,male,55-64,"ผ่อนทอง 0% June 2026",13.58005926,788,1254,21,17,,,,2026-06-09,2026-06-15
"4040 | ONN | website Conversion | Always On",Gold-Board-Conversion,male,18-24,"นาคครุฑเสริมบารมี  11- 20 Jun 26",12.61034479,465,745,4,3,1,,,2026-06-09,2026-06-15
"4040 | ONN | website Conversion | Always On",Gold-Retargeting-Conversion,male,45-54,"นาคครุฑเสริมบารมี  11- 20 Jun 26",11.61,347,588,1,1,,,,2026-06-09,2026-06-15
"4040 | ONN | website Conversion | Always On",Gold-Board-Conversion,male,35-44,"Laser Your Pride Be Proud 1-10 June 2026-Conversion",11.57,250,351,6,4,7,,,2026-06-09,2026-06-15
"4040 | ONN | website Traffic | Always On",Gold-Broad,male,65+,"ผ่อนทอง 0% June 2026",10.32916099,720,895,19,18,,,,2026-06-09,2026-06-15
"4040 | ONN | website Traffic Campaign  | Mid Month |","Mid Month  -Broad",male,25-34,"Mid Month  | 15-17June 2026",10.29,493,556,9,7,,,,2026-06-09,2026-06-15
"4040 | ONN | website Traffic Campaign  | Mid Month |","Mid Month -Lookalike",female,25-34,"Mid Month  | 15-17June 2026",10.21,480,537,12,8,1,1,67840,2026-06-09,2026-06-15
"4040 | ONN | website Traffic | Always On",Gold-Broad,female,65+,"ผ่อนทอง 0% June 2026",9.96919023,565,793,27,22,,,,2026-06-09,2026-06-15
"4040 | ONN | website Conversion | Always On",Gold-Board-Conversion,male,25-34,"Laser Your Pride Be Proud 1-10 June 2026-Conversion",9.85,258,367,4,2,2,,,2026-06-09,2026-06-15
"4040 | ONN | website Conversion | Always On",Gold-Retargeting-Conversion,male,45-54,"Laser Your Pride Be Proud 1-10 June 2026-Conversion",9.33,173,250,3,2,1,,,2026-06-09,2026-06-15
"4040 | ONN | website Traffic Campaign  | Mid Month |","Mid Month  -Broad",male,35-44,"Mid Month  | 15-17June 2026",9.23,418,470,8,6,1,,,2026-06-09,2026-06-15
"4040 | ONN | website Traffic | Always On",Gold-Lookalike,female,55-64,"ผ่อนทอง 0% June 2026",8.32,662,780,22,18,,,,2026-06-09,2026-06-15
"4040 | ONN | website Traffic | Always On",Gold-Lookalike,female,18-24,"ผ่อนทอง 0% June 2026",8.3,939,1044,19,18,,,,2026-06-09,2026-06-15
"4040 | ONN | website Conversion | Always On",Gold-Lookalike-Conversion,male,55-64,"นาคครุฑเสริมบารมี  11- 20 Jun 26",7.71,205,295,,,,,,2026-06-09,2026-06-15
"4040 | ONN | website Traffic | Always On",Gold-Retargeting,male,65+,"ผ่อนทอง 0% June 2026",7.68003351,424,679,17,14,,,,2026-06-09,2026-06-15
"4040 | ONN | website Traffic | Always On",Gold-Lookalike,male,45-54,"ผ่อนทอง 0% June 2026",7.59,747,882,12,12,,,,2026-06-09,2026-06-15
"4040 | ONN | website Conversion | Always On",Gold-Board-Conversion,male,65+,"นาคครุฑเสริมบารมี  11- 20 Jun 26",7.39020206,276,430,4,2,,,,2026-06-09,2026-06-15
"4040 | ONN | website Conversion | Always On",Gold-Retargeting-Conversion,female,55-64,"นาคครุฑเสริมบารมี  11- 20 Jun 26",7.24,141,234,3,1,,,,2026-06-09,2026-06-15
"4040 | ONN | website Traffic Campaign  | Mid Month |","Mid Month -Retargeting",male,35-44,"Mid Month  | 15-17June 2026",6.98,229,273,3,3,,,,2026-06-09,2026-06-15
"4040 | ONN | website Conversion | Always On",Gold-Retargeting-Conversion,female,35-44,"ปีเซี๊ยะนำโชค 1-10 June 2026-Conversion",6.96,150,165,4,2,7,,,2026-06-09,2026-06-15
"4040 | ONN | website Traffic Campaign  | Live | June 2026","Live | June 2026-Broad",female,65+,"Live | 10 June 2026",6.82042451,204,204,3,2,,,,2026-06-09,2026-06-15
"4040 | ONN | website Traffic Campaign  | Mid Month |","Mid Month -Lookalike",female,45-54,"Mid Month  | 15-17June 2026",6.64,235,270,2,1,,,,2026-06-09,2026-06-15
"4040 | ONN | website Conversion | Always On",Gold-Board-Conversion,male,45-54,"Laser Your Pride Be Proud 1-10 June 2026-Conversion",6.07,138,206,2,1,2,,,2026-06-09,2026-06-15
"4040 | ONN | website Traffic Campaign  | Mid Month |","Mid Month  -Broad",male,45-54,"Mid Month  | 15-17June 2026",5.95,236,271,6,6,,,,2026-06-09,2026-06-15
"4040 | ONN | website Conversion | Always On",Gold-Retargeting-Conversion,female,18-24,"นาคครุฑเสริมบารมี  11- 20 Jun 26",5.69,165,262,,,,,,2026-06-09,2026-06-15
"4040 | ONN | website Traffic Campaign  | Mid Month |","Mid Month -Retargeting",male,25-34,"Mid Month  | 15-17June 2026",5.37,202,230,3,2,,,,2026-06-09,2026-06-15
"4040 | ONN | website Conversion | Always On",Gold-Board-Conversion,unknown,35-44,"นาคครุฑเสริมบารมี  11- 20 Jun 26",5.31014519,92,221,1,1,,,,2026-06-09,2026-06-15
"4040 | ONN | website Traffic Campaign  | Mid Month |","Mid Month  -Broad",female,55-64,"Mid Month  | 15-17June 2026",5.19,124,141,2,2,,,,2026-06-09,2026-06-15
"4040 | ONN | website Conversion | Always On",Gold-Lookalike-Conversion,female,35-44,"Laser Your Pride Be Proud 1-10 June 2026-Conversion",4.79,89,102,1,1,2,,,2026-06-09,2026-06-15
"4040 | ONN | website Conversion | Always On",Gold-Board-Conversion,unknown,45-54,"นาคครุฑเสริมบารมี  11- 20 Jun 26",4.48012249,67,126,,,,,,2026-06-09,2026-06-15
"4040 | ONN | website Traffic Campaign  | Live | June 2026","Live | June 2026 -Lookalike",male,45-54,"Live | 10 June 2026",4.44,128,133,2,2,,,,2026-06-09,2026-06-15
"4040 | ONN | website Conversion | Always On",Gold-Retargeting-Conversion,female,55-64,"Laser Your Pride Be Proud 1-10 June 2026-Conversion",4.3,65,102,2,2,2,,,2026-06-09,2026-06-15
"4040 | ONN | website Traffic Campaign  | Mid Month |","Mid Month -Retargeting",female,55-64,"Mid Month  | 15-17June 2026",4.19,107,122,5,3,1,,,2026-06-09,2026-06-15
"4040 | ONN | website Conversion | Always On",Gold-Board-Conversion,unknown,45-54,"ปีเซี๊ยะนำโชค 1-10 June 2026-Conversion",4.0099012,27,42,,,,,,2026-06-09,2026-06-15
"4040 | ONN | website Conversion | Always On",Gold-Lookalike-Conversion,male,18-24,"นาคครุฑเสริมบารมี  11- 20 Jun 26",3.98,214,256,1,1,1,,,2026-06-09,2026-06-15
"4040 | ONN | website Conversion | Always On",Gold-Board-Conversion,male,55-64,"ปีเซี๊ยะนำโชค 1-10 June 2026-Conversion",3.89990391,84,136,2,2,1,,,2026-06-09,2026-06-15
"4040 | ONN | website Conversion | Always On",Gold-Board-Conversion,male,18-24,"ปีเซี๊ยะนำโชค 1-10 June 2026-Conversion",3.86990465,74,135,,,2,,,2026-06-09,2026-06-15
"4040 | ONN | website Traffic | Always On",Gold-Lookalike,male,18-24,"ผ่อนทอง 0% June 2026",3.83,414,467,7,6,,,,2026-06-09,2026-06-15
"4040 | ONN | website Conversion | Always On",Gold-Board-Conversion,female,65+,"ปีเซี๊ยะนำโชค 1-10 June 2026-Conversion",3.67990933,77,124,2,1,,,,2026-06-09,2026-06-15
"4040 | ONN | website Traffic | Always On",Gold-Retargeting,unknown,25-34,"ผ่อนทอง 0% June 2026",3.64001588,190,339,5,3,1,,,2026-06-09,2026-06-15
"4040 | ONN | website Conversion | Always On",Gold-Retargeting-Conversion,female,25-34,"ปีเซี๊ยะนำโชค 1-10 June 2026-Conversion",3.61,93,97,1,1,7,1,4679,2026-06-09,2026-06-15
"4040 | ONN | website Traffic | Always On",Gold-Lookalike,female,65+,"ผ่อนทอง 0% June 2026",3.54,301,359,8,8,,,,2026-06-09,2026-06-15
"4040 | ONN | website Conversion | Always On",Gold-Lookalike-Conversion,male,35-44,"ปีเซี๊ยะนำโชค 1-10 June 2026-Conversion",3.49,97,104,,,,,,2026-06-09,2026-06-15
"4040 | ONN | website Traffic Campaign  | Mid Month |","Mid Month -Lookalike",male,25-34,"Mid Month  | 15-17June 2026",3.37,162,177,3,3,,,,2026-06-09,2026-06-15
"4040 | ONN | website Traffic | Always On",Gold-Lookalike,male,55-64,"ผ่อนทอง 0% June 2026",3.3,285,336,5,5,,,,2026-06-09,2026-06-15
"4040 | ONN | website Traffic Campaign  | Live | June 2026","Live | June 2026-Broad",male,65+,"Live | 10 June 2026",3.27020354,108,108,,,,,,2026-06-09,2026-06-15
"4040 | ONN | website Traffic Campaign  | Live | June 2026","Live | June 2026 -Lookalike",female,55-64,"Live | 10 June 2026",3.27,66,69,1,,,,,2026-06-09,2026-06-15
"4040 | ONN | website Conversion | Always On",Gold-Lookalike-Conversion,female,25-34,"Laser Your Pride Be Proud 1-10 June 2026-Conversion",3.24,75,80,2,2,6,,,2026-06-09,2026-06-15
"4040 | ONN | website Conversion | Always On",Gold-Board-Conversion,unknown,35-44,"ปีเซี๊ยะนำโชค 1-10 June 2026-Conversion",3.1699219,49,90,2,1,,,,2026-06-09,2026-06-15
"4040 | ONN | website Conversion | Always On",Gold-Retargeting-Conversion,female,18-24,"Laser Your Pride Be Proud 1-10 June 2026-Conversion",2.98,113,160,1,2,,,,2026-06-09,2026-06-15
"4040 | ONN | website Conversion | Always On",Gold-Lookalike-Conversion,female,65+,"นาคครุฑเสริมบารมี  11- 20 Jun 26",2.98,86,129,1,1,,,,2026-06-09,2026-06-15
"4040 | ONN | website Conversion | Always On",Gold-Lookalike-Conversion,male,25-34,"ปีเซี๊ยะนำโชค 1-10 June 2026-Conversion",2.95,79,85,,,7,,,2026-06-09,2026-06-15
"4040 | ONN | website Traffic Campaign  | Mid Month |","Mid Month -Retargeting",male,45-54,"Mid Month  | 15-17June 2026",2.72,95,115,1,1,,,,2026-06-09,2026-06-15
"4040 | ONN | website Traffic Campaign  | Mid Month |","Mid Month  -Broad",female,65+,"Mid Month  | 15-17June 2026",2.52,50,53,,,,,,2026-06-09,2026-06-15
"4040 | ONN | website Conversion | Always On",Gold-Board-Conversion,unknown,25-34,"นาคครุฑเสริมบารมี  11- 20 Jun 26",2.47006754,74,140,,,,,,2026-06-09,2026-06-15
"4040 | ONN | website Conversion | Always On",Gold-Retargeting-Conversion,male,55-64,"นาคครุฑเสริมบารมี  11- 20 Jun 26",2.44,95,139,,,,,,2026-06-09,2026-06-15
"4040 | ONN | website Traffic Campaign  | Mid Month |","Mid Month -Lookalike",male,35-44,"Mid Month  | 15-17June 2026",2.41,146,151,1,,,,,2026-06-09,2026-06-15
"4040 | ONN | website Traffic | Always On",Gold-Lookalike,male,65+,"ผ่อนทอง 0% June 2026",2.36,186,222,4,3,,,,2026-06-09,2026-06-15
"4040 | ONN | website Conversion | Always On",Gold-Lookalike-Conversion,female,55-64,"ปีเซี๊ยะนำโชค 1-10 June 2026-Conversion",2.31,32,37,1,1,,,,2026-06-09,2026-06-15
