"Campaign name","Ad set name",Gender,Age,"Ad name","Amount spent (THB)",Reach,Impressions,"Link clicks","Landing page views","Website adds to cart","Website purchases","Website purchases conversion value","Reporting starts","Reporting ends"
"2600 | ONN | website Conversion | Always On",Gold-Retargeting-Conversion,unknown,45-54,"นาคครุฑเสริมบารมี  1-10 Aug",6.1000949,40,103,1,1,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Lookalike-Conversion,male,45-54,"รวม 4 ไอเดียของขวัญวันแม่มาให้เลือก -  1-12 Aug",6.08,131,213,,,1,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Broad,female,25-34,"Service - ซื้อทองออนไลน์อย่างมั่นใจ",5.83,279,295,4,2,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Lookalike-Conversion,unknown,35-44,"Happy Mother Day -  1-12 Aug",5.81010621,58,200,2,1,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Always On",Gold-Lookalike-Conversion,male,55-64,"นาคครุฑเสริมบารมี  1-10 Aug",5.74,78,101,1,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,male,45-54,"Lifestyle - เลือกทองเหมือนเลือกสไตล์",5.7,203,247,1,1,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Board-Conversion,male,45-54,"Happy Mother Day -  1-12 Aug",5.6,93,133,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,female,25-34,"Service - ซื้อทองออนไลน์อย่างมั่นใจ",5.57,271,295,11,13,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Always On",Gold-Board-Conversion,male,65+,"นาคครุฑเสริมบารมี  1-10 Aug",5.5,60,95,1,1,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,female,65+,"Lifestyle - ทุกช่วงเวลาสำคัญมีทองที่ใช่เสมอ",5.48,128,146,6,4,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Always On",Gold-Retargeting,female,55-64,"ผ่อนทอง 0% Aug 2026",5.27,105,114,1,1,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,female,25-34,"Trust - ช่องทางชำระเงิน",5.23,212,234,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,male,35-44,"Trust - ช่องทางชำระเงิน",5.17,224,253,1,1,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Broad,male,35-44,"Lifestyle - ทุกช่วงเวลาสำคัญมีทองที่ใช่เสมอ",5.14954088,347,361,4,2,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Always On",Gold-Retargeting-Conversion,unknown,25-34,"นาคครุฑเสริมบารมี  1-10 Aug",5.12007965,41,141,3,2,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,female,45-54,"Service - ซื้อทองออนไลน์อย่างมั่นใจ",5.11,186,218,3,1,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Broad,male,55-64,"Lifestyle - เลือกทองเหมือนเลือกสไตล์",5.04,188,233,6,6,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Retargeting-Conversion,male,45-54,"รวม 4 ไอเดียของขวัญวันแม่มาให้เลือก -  1-12 Aug",4.99,70,123,,,1,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Retargeting-Conversion,unknown,35-44,"Happy Mother Day -  1-12 Aug",4.97050037,35,125,2,1,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Broad,female,45-54,"Service - ซื้อทองออนไลน์อย่างมั่นใจ",4.95,190,196,2,1,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Always On",Gold-Lookalike,female,45-54,"ผ่อนทอง 0% Aug 2026",4.81,205,223,4,4,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Always On",Gold-Board-Conversion,male,18-24,"นาคครุฑเสริมบารมี  1-10 Aug",4.78,126,208,1,2,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Broad,female,55-64,"Service - ซื้อทองออนไลน์อย่างมั่นใจ",4.73,192,219,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,male,25-34,"Trust - ช่องทางชำระเงิน",4.7,194,218,3,3,1,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Broad,male,45-54,"Service - ทองแท้ 96.5",4.7,213,220,2,2,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Retargeting-Conversion,male,18-24,"Happy Mother Day -  1-12 Aug",4.68047118,65,166,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Always On",Gold-Retargeting,unknown,45-54,"พระประจำวันเกิด 1-31 Aug 26",4.58004401,106,142,2,2,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,female,55-64,"Lifestyle - เลือกทองเหมือนเลือกสไตล์",4.52,122,142,1,1,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Retargeting-Conversion,male,65+,"Happy Mother Day -  1-12 Aug",4.50045305,44,121,1,1,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Board-Conversion,female,65+,"รวม 4 ไอเดียของขวัญวันแม่มาให้เลือก -  1-12 Aug",4.49013968,121,170,2,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,male,35-44,"Branding - เปลี่ยนโอากาสพิเศษ",4.45,255,256,1,1,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Broad,female,35-44,"Service - ซื้อทองออนไลน์อย่างมั่นใจ",4.37,167,176,2,2,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Broad,female,65+,"Service - ทองแท้ 96.5",4.32,124,133,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Broad,female,18-24,"Lifestyle - ทุกช่วงเวลาสำคัญมีทองที่ใช่เสมอ",4.22962289,258,277,3,2,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,female,35-44,"Trust - ช่องทางชำระเงิน",4.22,170,187,4,6,1,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,male,45-54,"Lifestyle - เลือกทองเหมือนเลือกสไตล์",4.14,160,166,4,3,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,male,25-34,"Trust - ช่องทางชำระเงิน",4.01,143,164,2,2,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Lookalike-Conversion,male,65+,"Happy Mother Day -  1-12 Aug",3.86007056,94,178,,,1,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Board-Conversion,female,18-24,"Happy Mother Day -  1-12 Aug",3.84,88,144,1,1,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,male,35-44,"Trust - ช่องทางชำระเงิน",3.78,156,173,1,1,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,female,25-34,"Service - ทองแท้ 96.5",3.72,111,120,3,3,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Always On",Gold-Lookalike,male,35-44,"ผ่อนทอง 0% Aug 2026",3.6,257,261,3,3,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Broad,female,65+,"Service - ซื้อทองออนไลน์อย่างมั่นใจ",3.58,138,147,3,4,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Lookalike-Conversion,female,55-64,"รวม 4 ไอเดียของขวัญวันแม่มาให้เลือก -  1-12 Aug",3.51,83,114,2,2,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Always On",Gold-Retargeting,male,25-34,"ผ่อนทอง 0% Aug 2026",3.45,179,191,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Always On",Gold-Lookalike,male,25-34,"ผ่อนทอง 0% Aug 2026",3.44,243,250,3,2,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Always On",Gold-Broad,unknown,35-44,"ผ่อนทอง 0% Aug 2026",3.43996184,89,159,3,3,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,female,35-44,"Service - ทองแท้ 96.5",3.39,102,111,2,1,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Always On",Gold-Broad,unknown,45-54,"ผ่อนทอง 0% Aug 2026",3.33996295,46,103,2,2,,,,2026-08-04,2026-08-10
"4040 | ONN | website Traffic Campaign  | Live","Live - Broad",unknown,35-44,"Live - 4 Aug 2026",3.33002839,88,95,1,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Broad,female,55-64,"Service - ทองแท้ 96.5",3.31,126,138,3,1,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,male,25-34,"Lifestyle - ทุกช่วงเวลาสำคัญมีทองที่ใช่เสมอ",3.25875287,195,202,2,1,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,male,55-64,"Lifestyle - เลือกทองเหมือนเลือกสไตล์",3.24,120,139,5,3,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Lookalike-Conversion,unknown,25-34,"Happy Mother Day -  1-12 Aug",3.19005831,53,118,1,1,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Always On",Gold-Retargeting,male,45-54,"ผ่อนทอง 0% Aug 2026",3.18,92,108,1,1,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,female,18-24,"Branding - เปลี่ยนโอากาสพิเศษ",3.0601391,82,106,5,4,,,,2026-08-04,2026-08-10
"4040 | ONN | website Traffic Campaign  | Live","Live - Broad",unknown,25-34,"Live - 4 Aug 2026",2.99002549,152,177,1,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Broad,female,45-54,"Trust - ช่องทางชำระเงิน",2.96,108,112,1,1,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Broad,female,18-24,"Service - ทองแท้ 96.5",2.89,91,96,3,3,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Retargeting-Conversion,unknown,25-34,"Happy Mother Day -  1-12 Aug",2.85028693,34,101,1,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Always On",Gold-Board-Conversion,unknown,25-34,"นาคครุฑเสริมบารมี  1-10 Aug",2.85,29,55,1,1,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Always On",Gold-Broad,unknown,25-34,"ผ่อนทอง 0% Aug 2026",2.71996982,69,119,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,male,35-44,"Service - ซื้อทองออนไลน์อย่างมั่นใจ",2.7,121,123,3,2,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Always On",Gold-Board-Conversion,unknown,45-54,"นาคครุฑเสริมบารมี  1-10 Aug",2.69,32,42,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,male,45-54,"Trust - ช่องทางชำระเงิน",2.66,78,97,1,1,1,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Broad,unknown,65+,"Branding - เปลี่ยนโอากาสพิเศษ",2.64997882,65,102,5,5,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Broad,male,35-44,"Service - ซื้อทองออนไลน์อย่างมั่นใจ",2.63,128,130,2,2,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Broad,male,45-54,"Trust - ช่องทางชำระเงิน",2.61,107,125,2,2,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,male,25-34,"Service - ซื้อทองออนไลน์อย่างมั่นใจ",2.6,104,109,2,2,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Broad,female,65+,"Trust - ช่องทางชำระเงิน",2.55,69,73,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Always On",Gold-Retargeting,unknown,25-34,"พระประจำวันเกิด 1-31 Aug 26",2.52002421,76,94,3,3,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Board-Conversion,male,55-64,"Happy Mother Day -  1-12 Aug",2.42,23,31,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Broad,female,18-24,"Trust - ช่องทางชำระเงิน",2.39,73,79,3,2,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,female,65+,"Lifestyle - เลือกทองเหมือนเลือกสไตล์",2.39,60,68,2,1,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Broad,male,45-54,"Lifestyle - ทุกช่วงเวลาสำคัญมีทองที่ใช่เสมอ",2.33979139,162,171,3,3,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Always On",Gold-Lookalike-Conversion,unknown,35-44,"นาคครุฑเสริมบารมี  1-10 Aug",2.31,36,88,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,female,45-54,"Trust - ช่องทางชำระเงิน",2.28,76,84,2,2,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,male,25-34,"Branding - เปลี่ยนโอากาสพิเศษ",2.27,151,152,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,male,45-54,"Trust - ช่องทางชำระเงิน",2.27,65,80,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,female,55-64,"Lifestyle - ทุกช่วงเวลาสำคัญมีทองที่ใช่เสมอ",2.16916985,56,58,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Board-Conversion,male,65+,"รวม 4 ไอเดียของขวัญวันแม่มาให้เลือก -  1-12 Aug",2.16006719,80,107,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Broad,male,45-54,"Service - ซื้อทองออนไลน์อย่างมั่นใจ",2.16,91,101,1,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Lookalike-Conversion,male,18-24,"รวม 4 ไอเดียของขวัญวันแม่มาให้เลือก -  1-12 Aug",2.08,53,88,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Always On",Gold-Board-Conversion,unknown,35-44,"นาคครุฑเสริมบารมี  1-10 Aug",2.08,30,103,1,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Broad,male,65+,"Service - ซื้อทองออนไลน์อย่างมั่นใจ",2.07,85,90,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Broad,male,18-24,"Service - ทองแท้ 96.5",2.06,97,100,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Broad,male,65+,"Service - ทองแท้ 96.5",2.06,61,65,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,female,45-54,"Service - ทองแท้ 96.5",2.04,42,45,1,1,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Broad,male,65+,"Lifestyle - ทุกช่วงเวลาสำคัญมีทองที่ใช่เสมอ",2.03981813,92,102,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Retargeting-Conversion,female,18-24,"รวม 4 ไอเดียของขวัญวันแม่มาให้เลือก -  1-12 Aug",2.03,45,72,1,1,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Broad,male,55-64,"Lifestyle - ทุกช่วงเวลาสำคัญมีทองที่ใช่เสมอ",1.9998217,91,98,1,1,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Always On",Gold-Lookalike,female,18-24,"พระประจำวันเกิด 1-31 Aug 26",1.95979776,72,80,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Board-Conversion,unknown,35-44,"รวม 4 ไอเดียของขวัญวันแม่มาให้เลือก -  1-12 Aug",1.89005879,43,88,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Lookalike-Conversion,unknown,45-54,"Happy Mother Day -  1-12 Aug",1.87003418,15,33,2,2,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,female,35-44,"Service - ทองแท้ 96.5",1.86,54,59,1,1,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,male,35-44,"Lifestyle - ทุกช่วงเวลาสำคัญมีทองที่ใช่เสมอ",1.82929992,119,120,1,1,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,male,45-54,"Lifestyle - ทุกช่วงเวลาสำคัญมีทองที่ใช่เสมอ",1.82,85,88,1,1,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Broad,unknown,45-54,"Branding - เปลี่ยนโอากาสพิเศษ",1.79998561,40,65,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Always On",Gold-Retargeting-Conversion,unknown,55-64,"นาคครุฑเสริมบารมี  1-10 Aug",1.70002645,5,23,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,female,18-24,"Lifestyle - เลือกทองเหมือนเลือกสไตล์",1.66,40,47,2,1,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Board-Conversion,unknown,25-34,"รวม 4 ไอเดียของขวัญวันแม่มาให้เลือก -  1-12 Aug",1.60004977,38,60,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Broad,female,18-24,"Lifestyle - เลือกทองเหมือนเลือกสไตล์",1.6,82,89,2,2,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,female,25-34,"Service - ทองแท้ 96.5",1.5,56,57,1,1,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,female,65+,"Service - ซื้อทองออนไลน์อย่างมั่นใจ",1.49,37,42,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,male,65+,"Branding - เปลี่ยนโอากาสพิเศษ",1.49,37,41,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Broad,unknown,55-64,"Branding - เปลี่ยนโอากาสพิเศษ",1.47998817,44,72,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,female,55-64,"Trust - ช่องทางชำระเงิน",1.47,31,35,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Broad,male,55-64,"Trust - ช่องทางชำระเงิน",1.45,43,48,1,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Broad,female,55-64,"Trust - ช่องทางชำระเงิน",1.41,41,47,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Always On",Gold-Retargeting,unknown,55-64,"พระประจำวันเกิด 1-31 Aug 26",1.39001336,29,34,1,1,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,female,55-64,"Service - ซื้อทองออนไลน์อย่างมั่นใจ",1.36,51,55,2,2,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Always On",Gold-Lookalike,male,45-54,"ผ่อนทอง 0% Aug 2026",1.34,74,76,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Broad,female,18-24,"Service - ซื้อทองออนไลน์อย่างมั่นใจ",1.33,79,82,2,1,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Broad,male,18-24,"Lifestyle - ทุกช่วงเวลาสำคัญมีทองที่ใช่เสมอ",1.31988232,98,106,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,female,18-24,"Lifestyle - ทุกช่วงเวลาสำคัญมีทองที่ใช่เสมอ",1.31,65,73,1,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Broad,male,55-64,"Service - ซื้อทองออนไลน์อย่างมั่นใจ",1.3,80,84,1,1,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,male,45-54,"Service - ซื้อทองออนไลน์อย่างมั่นใจ",1.29,54,62,2,2,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Lookalike-Conversion,male,55-64,"รวม 4 ไอเดียของขวัญวันแม่มาให้เลือก -  1-12 Aug",1.29,33,49,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Broad,male,18-24,"Service - ซื้อทองออนไลน์อย่างมั่นใจ",1.28,83,86,2,1,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,male,45-54,"Branding - เปลี่ยนโอากาสพิเศษ",1.26,73,76,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Always On",Gold-Lookalike-Conversion,male,18-24,"นาคครุฑเสริมบารมี  1-10 Aug",1.25,42,61,,,,,,2026-08-04,2026-08-10
"4040 | ONN | website Traffic Campaign  | Live","Live - Broad",unknown,18-24,"Live - 4 Aug 2026",1.24001057,105,114,1,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Broad,unknown,25-34,"Branding - เปลี่ยนโอากาสพิเศษ",1.20999033,35,44,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Broad,male,65+,"Trust - ช่องทางชำระเงิน",1.18,44,45,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,male,55-64,"Trust - ช่องทางชำระเงิน",1.15,15,16,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Always On",Gold-Retargeting,female,65+,"ผ่อนทอง 0% Aug 2026",1.1,29,33,4,4,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Broad,unknown,35-44,"Branding - เปลี่ยนโอากาสพิเศษ",1.09999121,44,52,2,2,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Board-Conversion,female,65+,"Happy Mother Day -  1-12 Aug",1.09,22,32,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Broad,male,55-64,"Service - ทองแท้ 96.5",1.06,60,64,1,1,,,,2026-08-04,2026-08-10
"4040 | ONN | website Traffic Campaign  | Live","Live - Broad",unknown,45-54,"Live - 4 Aug 2026",1.01000861,36,38,1,1,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Always On",Gold-Retargeting,male,55-64,"ผ่อนทอง 0% Aug 2026",0.99,17,22,1,1,,,,2026-08-04,2026-08-10
"4040 | ONN | website Traffic Campaign  | Live","Live - Broad",unknown,65+,"Live - 4 Aug 2026",0.98000836,20,22,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Broad,male,18-24,"Lifestyle - เลือกทองเหมือนเลือกสไตล์",0.98,70,73,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,male,35-44,"Service - ทองแท้ 96.5",0.96,43,50,2,2,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,female,65+,"Lifestyle - ทุกช่วงเวลาสำคัญมีทองที่ใช่เสมอ",0.9396404,22,26,1,1,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Board-Conversion,unknown,35-44,"Happy Mother Day -  1-12 Aug",0.93,14,14,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,female,55-64,"Trust - ช่องทางชำระเงิน",0.92,25,28,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Broad,male,18-24,"Trust - ช่องทางชำระเงิน",0.92,66,67,1,1,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,female,45-54,"Service - ทองแท้ 96.5",0.91,26,32,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Always On",Gold-Broad,unknown,55-64,"ผ่อนทอง 0% Aug 2026",0.9099899,14,17,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Retargeting-Conversion,unknown,35-44,"รวม 4 ไอเดียของขวัญวันแม่มาให้เลือก -  1-12 Aug",0.9,9,27,1,1,1,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,male,18-24,"Branding - เปลี่ยนโอากาสพิเศษ",0.86003909,32,40,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,female,18-24,"Trust - ช่องทางชำระเงิน",0.84,30,35,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Lookalike-Conversion,female,65+,"รวม 4 ไอเดียของขวัญวันแม่มาให้เลือก -  1-12 Aug",0.84,24,40,1,1,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Board-Conversion,unknown,45-54,"รวม 4 ไอเดียของขวัญวันแม่มาให้เลือก -  1-12 Aug",0.82002551,15,20,1,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Always On",Gold-Lookalike,male,18-24,"พระประจำวันเกิด 1-31 Aug 26",0.80991642,29,35,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Always On",Gold-Lookalike,female,55-64,"ผ่อนทอง 0% Aug 2026",0.8,28,29,1,1,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Board-Conversion,male,18-24,"Happy Mother Day -  1-12 Aug",0.8,17,21,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,male,55-64,"Branding - เปลี่ยนโอากาสพิเศษ",0.8,43,43,1,1,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,male,65+,"Lifestyle - เลือกทองเหมือนเลือกสไตล์",0.79,22,26,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,female,65+,"Trust - ช่องทางชำระเงิน",0.76,18,20,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,female,18-24,"Lifestyle - ทุกช่วงเวลาสำคัญมีทองที่ใช่เสมอ",0.74971308,46,48,1,1,,,,2026-08-04,2026-08-10
