"Campaign name","Ad set name",Gender,Age,"Ad name","Amount spent (THB)",Reach,Impressions,"Link clicks","Landing page views","Website adds to cart","Website purchases","Website purchases conversion value","Reporting starts","Reporting ends"
"2600 | ONN | website Traffic | Communication",Traffic-Broad,male,35-44,"Branding - เปลี่ยนโอากาสพิเศษ",87.87929753,3451,4157,86,65,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Lookalike-Conversion,male,35-44,"Happy Mother Day -  1-12 Aug",86.58158271,1562,3235,26,18,3,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Broad,male,45-54,"Branding - เปลี่ยนโอากาสพิเศษ",85.03932023,3027,4053,88,76,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Always On",Gold-Lookalike-Conversion,female,45-54,"นาคครุฑเสริมบารมี  1-10 Aug",84.48,1207,1575,23,17,3,1,1990,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Retargeting-Conversion,male,25-34,"Happy Mother Day -  1-12 Aug",79.75802912,914,2940,20,13,4,2,350727,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Always On",Gold-Board-Conversion,male,45-54,"นาคครุฑเสริมบารมี  1-10 Aug",75.6,1081,1836,19,15,1,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Always On",Gold-Retargeting-Conversion,male,55-64,"นาคครุฑเสริมบารมี  1-10 Aug",72.24112388,456,1411,11,8,2,1,5678,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Broad,female,18-24,"Branding - เปลี่ยนโอากาสพิเศษ",69.74944245,1655,2435,60,41,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,female,35-44,"Lifestyle - เลือกทองเหมือนเลือกสไตล์",69.73,2004,2622,55,53,1,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Board-Conversion,female,45-54,"รวม 4 ไอเดียของขวัญวันแม่มาให้เลือก -  1-12 Aug",63.74198283,1351,2193,27,16,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Always On",Gold-Board-Conversion,male,25-34,"นาคครุฑเสริมบารมี  1-10 Aug",61.13,1362,2202,17,10,2,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Always On",Gold-Lookalike,female,35-44,"พระประจำวันเกิด 1-31 Aug 26",59.12389867,3173,3334,47,47,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,female,45-54,"Lifestyle - เลือกทองเหมือนเลือกสไตล์",56.34,1360,1746,26,23,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Board-Conversion,male,25-34,"รวม 4 ไอเดียของขวัญวันแม่มาให้เลือก -  1-12 Aug",56.14174641,1801,2983,18,11,2,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Retargeting-Conversion,male,45-54,"Happy Mother Day -  1-12 Aug",55.7056078,461,1374,6,4,3,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Board-Conversion,female,35-44,"Happy Mother Day -  1-12 Aug",55.51,1010,1436,13,14,1,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,female,25-34,"Branding - เปลี่ยนโอากาสพิเศษ",54.90249554,1573,2119,49,39,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Always On",Gold-Retargeting-Conversion,female,18-24,"นาคครุฑเสริมบารมี  1-10 Aug",54.83085302,456,1849,10,9,6,1,2453,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Retargeting-Conversion,female,55-64,"Happy Mother Day -  1-12 Aug",54.10544671,330,890,17,11,10,3,72777,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Always On",Gold-Retargeting,female,35-44,"ผ่อนทอง 0% Aug 2026",53.26,1682,1921,30,27,4,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,female,35-44,"Lifestyle - ทุกช่วงเวลาสำคัญมีทองที่ใช่เสมอ",52.14,2128,2284,35,32,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Always On",Gold-Lookalike,female,25-34,"พระประจำวันเกิด 1-31 Aug 26",51.54468081,2709,2923,38,45,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,female,25-34,"Lifestyle - ทุกช่วงเวลาสำคัญมีทองที่ใช่เสมอ",50.57,2343,2647,29,32,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Always On",Gold-Broad,male,65+,"ผ่อนทอง 0% Aug 2026",49.45945128,555,1070,47,34,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Retargeting-Conversion,female,35-44,"รวม 4 ไอเดียของขวัญวันแม่มาให้เลือก -  1-12 Aug",49.41,647,1266,14,12,5,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Lookalike-Conversion,female,25-34,"รวม 4 ไอเดียของขวัญวันแม่มาให้เลือก -  1-12 Aug",48.53,1122,2058,17,11,2,1,199727,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,male,65+,"Branding - เปลี่ยนโอากาสพิเศษ",45.03204689,977,1552,35,28,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Always On",Gold-Retargeting-Conversion,female,65+,"นาคครุฑเสริมบารมี  1-10 Aug",44.59069371,204,502,7,5,12,1,35055,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Board-Conversion,female,25-34,"Happy Mother Day -  1-12 Aug",43.3,867,1257,24,23,9,1,2354,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Board-Conversion,male,35-44,"รวม 4 ไอเดียของขวัญวันแม่มาให้เลือก -  1-12 Aug",42.94133578,1180,2078,6,4,,1,9046,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Always On",Gold-Lookalike,female,45-54,"พระประจำวันเกิด 1-31 Aug 26",42.62560122,1744,1920,32,26,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Lookalike-Conversion,male,45-54,"Happy Mother Day -  1-12 Aug",41.4607579,658,1391,13,7,1,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Always On",Gold-Lookalike-Conversion,male,35-44,"นาคครุฑเสริมบารมี  1-10 Aug",40.14,734,1078,13,10,2,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Lookalike-Conversion,female,35-44,"รวม 4 ไอเดียของขวัญวันแม่มาให้เลือก -  1-12 Aug",39.6,953,1598,19,17,2,1,199727,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Always On",Gold-Board-Conversion,female,55-64,"นาคครุฑเสริมบารมี  1-10 Aug",39.59,371,539,7,7,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Lookalike-Conversion,female,55-64,"Happy Mother Day -  1-12 Aug",38.43070251,497,830,18,12,1,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,female,65+,"Lifestyle - เลือกทองเหมือนเลือกสไตล์",37.33,809,1032,32,25,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Board-Conversion,female,18-24,"รวม 4 ไอเดียของขวัญวันแม่มาให้เลือก -  1-12 Aug",36.101123,1110,1883,19,9,1,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,female,25-34,"Lifestyle - เลือกทองเหมือนเลือกสไตล์",35.44,1175,1490,14,13,1,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,female,55-64,"Lifestyle - เลือกทองเหมือนเลือกสไตล์",33.81,864,1041,23,21,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Broad,male,18-24,"Branding - เปลี่ยนโอากาสพิเศษ",33.35973334,1138,1370,30,17,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Retargeting-Conversion,female,25-34,"รวม 4 ไอเดียของขวัญวันแม่มาให้เลือก -  1-12 Aug",33,579,1112,13,11,4,1,4669,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Retargeting-Conversion,female,18-24,"Happy Mother Day -  1-12 Aug",31.76319755,444,1191,19,19,4,1,2451,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Always On",Gold-Broad,female,18-24,"ผ่อนทอง 0% Aug 2026",31.3396523,860,1212,35,33,2,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Broad,female,65+,"Lifestyle - เลือกทองเหมือนเลือกสไตล์",28.61,806,935,14,9,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Broad,female,25-34,"Lifestyle - ทุกช่วงเวลาสำคัญมีทองที่ใช่เสมอ",28.26747972,1643,1798,20,18,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Broad,female,45-54,"Lifestyle - เลือกทองเหมือนเลือกสไตล์",28.25,931,1131,15,15,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Always On",Gold-Board-Conversion,male,55-64,"นาคครุฑเสริมบารมี  1-10 Aug",27.78,314,473,9,8,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Board-Conversion,female,45-54,"Happy Mother Day -  1-12 Aug",26.43,413,595,16,12,4,1,4617,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Always On",Gold-Lookalike,male,35-44,"พระประจำวันเกิด 1-31 Aug 26",26.25729036,1420,1495,24,22,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Always On",Gold-Lookalike,female,55-64,"พระประจำวันเกิด 1-31 Aug 26",25.57736053,857,988,13,13,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,female,35-44,"Trust - ช่องทางชำระเงิน",24.77,936,1037,11,11,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Always On",Gold-Lookalike-Conversion,male,25-34,"นาคครุฑเสริมบารมี  1-10 Aug",24.01,559,834,4,4,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Retargeting-Conversion,female,45-54,"รวม 4 ไอเดียของขวัญวันแม่มาให้เลือก -  1-12 Aug",23.79,278,490,13,9,7,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Broad,female,25-34,"Lifestyle - เลือกทองเหมือนเลือกสไตล์",23.57,1209,1340,17,15,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,female,45-54,"Lifestyle - ทุกช่วงเวลาสำคัญมีทองที่ใช่เสมอ",23.49,678,735,9,9,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Always On",Gold-Lookalike-Conversion,male,45-54,"นาคครุฑเสริมบารมี  1-10 Aug",23.16,383,574,2,,2,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Board-Conversion,male,45-54,"รวม 4 ไอเดียของขวัญวันแม่มาให้เลือก -  1-12 Aug",22.25069215,497,853,5,5,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Broad,female,35-44,"Lifestyle - เลือกทองเหมือนเลือกสไตล์",21.99,975,1095,16,12,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Broad,male,25-34,"Lifestyle - เลือกทองเหมือนเลือกสไตล์",21.47,1214,1288,14,14,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Always On",Gold-Lookalike,female,65+,"พระประจำวันเกิด 1-31 Aug 26",20.49788471,620,736,13,12,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Always On",Gold-Retargeting,female,45-54,"ผ่อนทอง 0% Aug 2026",20.15,596,671,24,20,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Always On",Gold-Lookalike,male,25-34,"พระประจำวันเกิด 1-31 Aug 26",20.12792289,1112,1206,20,20,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Broad,male,25-34,"Service - ทองแท้ 96.5",19.86,1243,1258,13,14,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,female,25-34,"Lifestyle - ทุกช่วงเวลาสำคัญมีทองที่ใช่เสมอ",19.80242158,1093,1153,10,10,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Broad,female,55-64,"Lifestyle - เลือกทองเหมือนเลือกสไตล์",19.7,662,798,11,12,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Always On",Gold-Lookalike-Conversion,female,55-64,"นาคครุฑเสริมบารมี  1-10 Aug",19.66,200,267,4,3,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Always On",Gold-Retargeting,female,25-34,"ผ่อนทอง 0% Aug 2026",19.41,760,842,16,15,3,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,female,35-44,"Lifestyle - เลือกทองเหมือนเลือกสไตล์",19.09,879,919,14,14,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Always On",Gold-Lookalike,male,45-54,"พระประจำวันเกิด 1-31 Aug 26",18.54808592,749,842,15,10,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Lookalike-Conversion,female,45-54,"รวม 4 ไอเดียของขวัญวันแม่มาให้เลือก -  1-12 Aug",17.58,392,569,7,5,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Broad,female,25-34,"Service - ทองแท้ 96.5",17.07,928,942,11,11,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Always On",Gold-Retargeting,female,18-24,"พระประจำวันเกิด 1-31 Aug 26",16.70016046,502,668,11,8,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,female,25-34,"Trust - ช่องทางชำระเงิน",16.51,724,798,5,3,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Lookalike-Conversion,male,18-24,"Happy Mother Day -  1-12 Aug",16.39029961,476,853,5,3,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Broad,female,45-54,"Lifestyle - ทุกช่วงเวลาสำคัญมีทองที่ใช่เสมอ",15.73859677,713,787,13,11,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Broad,male,35-44,"Lifestyle - เลือกทองเหมือนเลือกสไตล์",15.5,864,939,9,7,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Broad,female,35-44,"Lifestyle - ทุกช่วงเวลาสำคัญมีทองที่ใช่เสมอ",15.4186253,966,1029,12,12,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Board-Conversion,female,55-64,"รวม 4 ไอเดียของขวัญวันแม่มาให้เลือก -  1-12 Aug",15.20047284,307,477,7,5,1,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,female,35-44,"Lifestyle - ทุกช่วงเวลาสำคัญมีทองที่ใช่เสมอ",14.75435348,803,840,10,10,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,male,55-64,"Branding - เปลี่ยนโอากาสพิเศษ",14.4806582,457,725,14,12,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Always On",Gold-Board-Conversion,female,65+,"นาคครุฑเสริมบารมี  1-10 Aug",14.45,86,122,2,1,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Broad,female,65+,"Lifestyle - ทุกช่วงเวลาสำคัญมีทองที่ใช่เสมอ",13.7687724,455,493,13,12,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,female,35-44,"Branding - เปลี่ยนโอากาสพิเศษ",13.59,737,778,5,5,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,female,45-54,"Lifestyle - เลือกทองเหมือนเลือกสไตล์",13.02,438,482,6,5,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,female,65+,"Branding - เปลี่ยนโอากาสพิเศษ",12.87,341,421,12,10,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Always On",Gold-Lookalike,female,35-44,"ผ่อนทอง 0% Aug 2026",12.71,770,794,14,13,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Retargeting-Conversion,male,35-44,"รวม 4 ไอเดียของขวัญวันแม่มาให้เลือก -  1-12 Aug",12.34,167,357,3,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Always On",Gold-Board-Conversion,female,18-24,"นาคครุฑเสริมบารมี  1-10 Aug",12.28,253,408,2,2,2,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Always On",Gold-Retargeting-Conversion,male,65+,"นาคครุฑเสริมบารมี  1-10 Aug",12.10018825,109,306,6,4,2,2,134778,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Retargeting-Conversion,male,55-64,"Happy Mother Day -  1-12 Aug",12.0812162,149,397,2,1,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Retargeting-Conversion,female,65+,"Happy Mother Day -  1-12 Aug",11.98120613,81,198,2,1,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Always On",Gold-Lookalike,female,25-34,"ผ่อนทอง 0% Aug 2026",11.82,791,793,13,13,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Always On",Gold-Lookalike-Conversion,female,18-24,"นาคครุฑเสริมบารมี  1-10 Aug",11.77,127,191,1,1,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Broad,female,35-44,"Service - ทองแท้ 96.5",11.76,563,571,6,7,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Broad,male,35-44,"Service - ทองแท้ 96.5",11.64,714,755,5,4,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Broad,female,55-64,"Lifestyle - ทุกช่วงเวลาสำคัญมีทองที่ใช่เสมอ",11.63896229,512,550,8,7,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,female,25-34,"Lifestyle - เลือกทองเหมือนเลือกสไตล์",11.61,568,604,8,9,1,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Broad,male,65+,"Lifestyle - เลือกทองเหมือนเลือกสไตล์",11.59,338,430,8,8,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Broad,male,25-34,"Trust - ช่องทางชำระเงิน",11.58,651,711,7,6,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Broad,female,25-34,"Trust - ช่องทางชำระเงิน",11.44,522,568,9,8,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Lookalike-Conversion,male,25-34,"รวม 4 ไอเดียของขวัญวันแม่มาให้เลือก -  1-12 Aug",11.22,288,535,2,1,1,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,male,35-44,"Branding - เปลี่ยนโอากาสพิเศษ",11.0705032,423,534,9,6,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Always On",Gold-Lookalike,male,55-64,"พระประจำวันเกิด 1-31 Aug 26",11.05885877,422,472,9,6,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Always On",Gold-Lookalike,male,65+,"พระประจำวันเกิด 1-31 Aug 26",11.05885877,336,387,9,7,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Always On",Gold-Retargeting-Conversion,unknown,35-44,"นาคครุฑเสริมบารมี  1-10 Aug",11.02017144,87,335,1,1,2,1,1664,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,male,35-44,"Lifestyle - เลือกทองเหมือนเลือกสไตล์",10.23,383,488,3,3,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Broad,male,25-34,"Lifestyle - ทุกช่วงเวลาสำคัญมีทองที่ใช่เสมอ",9.93911385,634,643,4,4,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,male,25-34,"Branding - เปลี่ยนโอากาสพิเศษ",9.93045138,340,407,8,7,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Always On",Gold-Retargeting-Conversion,male,18-24,"นาคครุฑเสริมบารมี  1-10 Aug",9.93015449,126,328,1,1,1,1,992,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,female,35-44,"Service - ซื้อทองออนไลน์อย่างมั่นใจ",9.79,395,428,6,5,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Lookalike-Conversion,male,55-64,"Happy Mother Day -  1-12 Aug",9.66017659,180,287,5,4,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Broad,male,45-54,"Lifestyle - เลือกทองเหมือนเลือกสไตล์",9.55,430,489,7,7,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Retargeting-Conversion,male,25-34,"รวม 4 ไอเดียของขวัญวันแม่มาให้เลือก -  1-12 Aug",9.41,152,330,2,2,1,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,female,45-54,"Branding - เปลี่ยนโอากาสพิเศษ",9.4,406,419,6,6,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Always On",Gold-Broad,male,18-24,"ผ่อนทอง 0% Aug 2026",9.30989671,441,540,12,9,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,female,45-54,"Trust - ช่องทางชำระเงิน",9.27,249,303,4,4,2,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Lookalike-Conversion,male,35-44,"รวม 4 ไอเดียของขวัญวันแม่มาให้เลือก -  1-12 Aug",9.11,257,451,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,female,25-34,"Branding - เปลี่ยนโอากาสพิเศษ",9.09,515,522,5,5,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,female,55-64,"Branding - เปลี่ยนโอากาสพิเศษ",8.94,293,329,8,7,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,male,35-44,"Lifestyle - เลือกทองเหมือนเลือกสไตล์",8.59,465,484,6,7,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Board-Conversion,male,35-44,"Happy Mother Day -  1-12 Aug",8.48,192,299,2,2,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Lookalike-Conversion,female,65+,"Happy Mother Day -  1-12 Aug",8.40015355,149,238,3,2,1,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Board-Conversion,male,55-64,"รวม 4 ไอเดียของขวัญวันแม่มาให้เลือก -  1-12 Aug",8.07025104,191,269,2,1,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Board-Conversion,male,25-34,"Happy Mother Day -  1-12 Aug",8.03,151,227,3,1,1,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,male,45-54,"Branding - เปลี่ยนโอากาสพิเศษ",8.0103641,302,380,6,6,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Broad,male,35-44,"Trust - ช่องทางชำระเงิน",7.98,330,363,3,3,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Always On",Gold-Lookalike-Conversion,female,65+,"นาคครุฑเสริมบารมี  1-10 Aug",7.66,36,59,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,female,45-54,"Lifestyle - ทุกช่วงเวลาสำคัญมีทองที่ใช่เสมอ",7.42715761,288,299,4,4,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Board-Conversion,male,18-24,"รวม 4 ไอเดียของขวัญวันแม่มาให้เลือก -  1-12 Aug",7.4002302,308,434,6,4,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,male,25-34,"Lifestyle - เลือกทองเหมือนเลือกสไตล์",7.25,290,338,3,2,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,male,25-34,"Lifestyle - ทุกช่วงเวลาสำคัญมีทองที่ใช่เสมอ",7.21,404,422,7,6,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,male,65+,"Lifestyle - เลือกทองเหมือนเลือกสไตล์",7.08,155,201,3,2,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Lookalike-Conversion,female,18-24,"รวม 4 ไอเดียของขวัญวันแม่มาให้เลือก -  1-12 Aug",7.06,179,327,1,1,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Always On",Gold-Retargeting,unknown,35-44,"พระประจำวันเกิด 1-31 Aug 26",7.04006764,189,258,1,1,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Board-Conversion,female,55-64,"Happy Mother Day -  1-12 Aug",7.01,77,104,,,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,female,55-64,"Lifestyle - ทุกช่วงเวลาสำคัญมีทองที่ใช่เสมอ",6.99,178,197,6,4,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,male,25-34,"Lifestyle - เลือกทองเหมือนเลือกสไตล์",6.93,356,363,7,6,,,,2026-08-04,2026-08-10
"2600 | ONN | website Conversion | Campaign",Campaign-Retargeting-Conversion,female,55-64,"รวม 4 ไอเดียของขวัญวันแม่มาให้เลือก -  1-12 Aug",6.76,76,136,7,7,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Always On",Gold-Retargeting,male,35-44,"ผ่อนทอง 0% Aug 2026",6.7,241,276,4,4,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Always On",Gold-Retargeting,male,18-24,"พระประจำวันเกิด 1-31 Aug 26",6.69006428,256,331,2,1,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Broad,female,35-44,"Trust - ช่องทางชำระเงิน",6.67,283,302,3,3,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Broad,female,45-54,"Service - ทองแท้ 96.5",6.52,265,283,6,4,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,male,35-44,"Lifestyle - ทุกช่วงเวลาสำคัญมีทองที่ใช่เสมอ",6.4,369,375,4,6,,,,2026-08-04,2026-08-10
"2600 | ONN | website Traffic | Communication",Traffic-Broad,male,25-34,"Service - ซื้อทองออนไลน์อย่างมั่นใจ",6.3,254,268,3,3,,,,2026-08-04,2026-08-10
