"Campaign name","Ad set name",Gender,Age,"Ad name","Amount spent (THB)",Reach,Impressions,"Link clicks","Landing page views","Website adds to cart","Website purchases","Website purchases conversion value","Reporting starts","Reporting ends"
"4040 | ONN | website Traffic | Always On",Gold-Retargeting,male,45-54,"ผ่อนทอง 0% July 2026",126.24616298,5832,8186,114,109,1,,,2026-07-14,2026-07-20
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Lookalike,male,25-34,ทุกช่วงเวลาสำคัญมีทองที่ใช่เสมอ,125.17979367,7926,10368,131,124,,,,2026-07-14,2026-07-20
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Retargeting,male,35-44,"Test - Service - ทองแท้ 96.5",124.11846504,8447,10331,150,149,,,,2026-07-14,2026-07-20
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Lookalike,female,45-54,ทุกช่วงเวลาสำคัญมีทองที่ใช่เสมอ,123.00806236,7814,9807,129,119,,,,2026-07-14,2026-07-20
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Retargeting,male,25-34,"Test - Branding - มากกว่ามูลค่าทอง คือความสุข",122.64576899,7600,9651,122,117,,,,2026-07-14,2026-07-20
"4040 | ONN | website Traffic | Always On",Gold-Retargeting,female,55-64,"12 พลังปีเกิด July 2026",118.31501628,3945,5478,75,73,1,,,2026-07-14,2026-07-20
"4040 | ONN | website Conversion | Always On",Gold-Board-Conversion,female,35-44,"ผ่อนทอง 0% July 2026",108.08,1593,2418,30,30,6,,,2026-07-14,2026-07-20
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Retargeting,female,45-54,"Test - Service - ทองแท้ 96.5",105.65018139,5887,7890,85,85,,,,2026-07-14,2026-07-20
"4040 | ONN | website Traffic | Always On",Gold-Retargeting,male,45-54,"12 พลังปีเกิด July 2026",100.50275559,4872,6338,99,85,2,,,2026-07-14,2026-07-20
"4040 | ONN | website Traffic Campaign  | Live","Live - Retargeting",female,45-54,"Live - 15 July 2026",91.25466589,1808,1991,27,29,1,,,2026-07-14,2026-07-20
"4040 | ONN | website Conversion | Always On",Gold-Retargeting-Conversion,female,55-64,"ผ่อนทอง 0% July 2026",91.0964006,348,930,24,20,10,,,2026-07-14,2026-07-20
"4040 | ONN | website Traffic | Always On",Gold-Broad,female,18-24,"12 พลังปีเกิด July 2026",88.85506859,6951,8502,99,90,,,,2026-07-14,2026-07-20
"4040 | ONN | website Conversion | Always On",Gold-Retargeting-Conversion,female,18-24,"ทองแผ่น Laser  ราคาพิเศษ 399 - 16-31 July 2026",87.27629942,1054,2766,45,40,8,2,8996,2026-07-14,2026-07-20
"4040 | ONN | website Traffic | Test | June 2026",Traffic-Retargeting,male,25-34,"Test - Service - ทองแท้ 96.5",84.99210125,5884,7050,97,94,,,,2026-07-14,2026-07-20
"4040 | ONN | website Conversion | Always On",Gold-Retargeting-Conversion,female,35-44,"กรอบรูปมงคลเสริมฮวงจุ้ย 11-20 July",84.91,928,1432,18,18,1,,,2026-07-14,2026-07-20
