"Campaign name","Ad set name",Gender,Age,"Ad name","Amount spent (THB)",Reach,Impressions,"Link clicks","Landing page views","Website adds to cart","Website purchases","Website purchases conversion value","Reporting starts","Reporting ends"
"2600 | ONN | website Conversion | Campaign",Campaign-Board-Conversion,male,35-44,"Happy Mother Day -  1-12 Aug",0.01,1,1,,,,,,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,male,35-44,"Lifestyle - เลือกทองเหมือนเลือกสไตล์",0.01,1,1,,,,,,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,male,55-64,"Lifestyle - เลือกทองเหมือนเลือกสไตล์",0.01,1,1,,,,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Always On",Gold-Board-Conversion,unknown,18-24,"นาคครุฑเสริมบารมี  1-10 Aug",0.01,1,1,,,,,,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,unknown,25-34,"Lifestyle - ทุกช่วงเวลาสำคัญมีทองที่ใช่เสมอ",0.01,1,1,,,,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Always On",Gold-Board-Conversion,unknown,35-44,"The Memory Custom Card   13-31 Aug",0.01,1,1,,,,,,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,unknown,45-54,"Service - ทองแท้ 96.5",0.01,1,1,,,,,,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,unknown,45-54,"Branding - เปลี่ยนโอากาสพิเศษ",0.01,1,1,,,,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Always On",Gold-Lookalike-Conversion,female,18-24,"The Memory Custom Card   13-31 Aug",0,1,1,,,,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Always On",Gold-Lookalike-Conversion,unknown,35-44,"นาคครุฑเสริมบารมี  1-10 Aug",0,1,1,,,,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Always On",Gold-Retargeting-Conversion,unknown,55-64,"The Memory Custom Card   13-31 Aug",0,1,1,,,,,,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,unknown,Unknown,"Branding - เปลี่ยนโอากาสพิเศษ",0,0,0,,2,,,,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Communication",Traffic-Broad,unknown,Unknown,"Branding - เปลี่ยนโอากาสพิเศษ",0,0,0,,4,,,,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Always On",Gold-Broad,unknown,Unknown,"ผ่อนทอง 0% Aug 2026",0,0,0,,4,,,,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Always On",Gold-Retargeting,unknown,Unknown,"พระประจำวันเกิด 1-31 Aug 26",0,0,0,,2,,,,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Always On",Gold-Lookalike,unknown,Unknown,"พระประจำวันเกิด 1-31 Aug 26",0,0,0,,3,,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Always On",Gold-Retargeting-Conversion,unknown,Unknown,"ปี่เซียะมงคล  11-20 Aug",0,0,0,,2,,,,2026-08-11,2026-08-17
