"Campaign name","Ad set name",Gender,Age,"Ad name","Amount spent (THB)",Reach,Impressions,"Link clicks","Landing page views","Website adds to cart","Website purchases","Website purchases conversion value","Reporting starts","Reporting ends"
"2600 | ONN | website Conversion | Always On",Gold-Board-Conversion,female,45-54,"The Memory Gold Laser  13-31 Aug",10.89331204,267,338,2,3,,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Always On",Gold-Board-Conversion,male,25-34,"นาคครุฑเสริมบารมี  1-10 Aug",10.75,337,360,2,2,1,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Always On",Gold-Lookalike-Conversion,female,25-34,"ปี่เซียะมงคล  11-20 Aug",10.71551399,276,343,5,3,,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Campaign",Campaign-Lookalike-Conversion,male,65+,"Happy Mother Day -  1-12 Aug",10.48,433,564,2,2,,,,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Always On",Gold-Retargeting,male,25-34,"ผ่อนทอง 0% Aug 2026",10.42974448,354,460,5,4,,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Campaign",Campaign-Retargeting-Conversion,male,18-24,"Happy Mother Day -  1-12 Aug",10.29022399,114,330,,,,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Always On",Gold-Lookalike-Conversion,male,45-54,"The Memory Gold Laser  13-31 Aug",10.26,232,331,4,5,,,,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Always On",Gold-Retargeting,male,45-54,"ผ่อนทอง 0% Aug 2026",10.15975109,314,393,8,6,1,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Always On",Gold-Retargeting-Conversion,male,45-54,"The Memory Custom Card   13-31 Aug",9.88,110,233,1,1,2,,,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Always On",Gold-Retargeting,female,18-24,"พระประจำวันเกิด 1-31 Aug 26",9.82,423,554,3,1,,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Campaign",Campaign-Retargeting-Conversion,female,45-54,"รวม 4 ไอเดียของขวัญวันแม่มาให้เลือก -  1-12 Aug",9.73,167,213,4,4,,,,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,male,65+,"Branding - เปลี่ยนโอากาสพิเศษ",9.6,313,463,5,5,,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Always On",Gold-Retargeting-Conversion,female,65+,"The Memory Gold Laser  13-31 Aug",9.59968221,109,193,1,1,,,,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Always On",Gold-Lookalike,female,45-54,"ผ่อนทอง 0% Aug 2026",9.59,188,206,4,4,1,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Always On",Gold-Lookalike-Conversion,male,25-34,"The Memory Gold Laser  13-31 Aug",9.44,240,346,3,2,1,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Campaign",Campaign-Retargeting-Conversion,male,65+,"Happy Mother Day -  1-12 Aug",9.40020461,105,360,1,,,,,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,female,55-64,"Branding - เปลี่ยนโอากาสพิเศษ",9.02,397,457,6,4,,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Always On",Gold-Retargeting-Conversion,unknown,45-54,"ปี่เซียะมงคล  11-20 Aug",8.87884525,69,131,1,1,,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Always On",Gold-Board-Conversion,male,55-64,"ปี่เซียะมงคล  11-20 Aug",8.67,127,177,1,1,,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Always On",Gold-Retargeting-Conversion,female,55-64,"The Memory Custom Card   13-31 Aug",8.48,86,135,1,,,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Always On",Gold-Retargeting-Conversion,unknown,35-44,"ปี่เซียะมงคล  11-20 Aug",8.44890117,122,254,3,3,,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Campaign",Campaign-Board-Conversion,male,65+,"รวม 4 ไอเดียของขวัญวันแม่มาให้เลือก -  1-12 Aug",8.06981768,365,464,,,,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Campaign",Campaign-Lookalike-Conversion,unknown,35-44,"Happy Mother Day -  1-12 Aug",8.06,81,184,3,3,,,,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Always On",Gold-Lookalike,female,18-24,"พระประจำวันเกิด 1-31 Aug 26",7.14,321,413,5,5,,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Always On",Gold-Retargeting-Conversion,male,65+,"The Memory Gold Laser  13-31 Aug",6.89977159,48,134,3,4,1,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Always On",Gold-Retargeting-Conversion,male,55-64,"นาคครุฑเสริมบารมี  1-10 Aug",6.54,89,119,2,2,1,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Always On",Gold-Retargeting-Conversion,male,18-24,"The Memory Gold Laser  13-31 Aug",6.15979609,69,149,2,1,,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Always On",Gold-Retargeting-Conversion,male,65+,"ปี่เซียะมงคล  11-20 Aug",6.10920546,60,116,3,1,,,,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Always On",Gold-Lookalike,female,25-34,"ผ่อนทอง 0% Aug 2026",5.91,215,227,5,3,,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Always On",Gold-Lookalike-Conversion,male,25-34,"นาคครุฑเสริมบารมี  1-10 Aug",5.82,92,101,3,2,,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Always On",Gold-Lookalike-Conversion,male,55-64,"The Memory Gold Laser  13-31 Aug",5.8,72,107,,,,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Always On",Gold-Retargeting-Conversion,male,18-24,"ปี่เซียะมงคล  11-20 Aug",5.78924707,90,192,,,3,3,106803,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Always On",Gold-Board-Conversion,male,25-34,"The Memory Gold Laser  13-31 Aug",5.62170925,189,250,1,,,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Always On",Gold-Board-Conversion,male,45-54,"The Memory Gold Laser  13-31 Aug",5.561691,122,191,1,1,,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Always On",Gold-Retargeting-Conversion,female,65+,"นาคครุฑเสริมบารมี  1-10 Aug",5.34,45,61,,,2,2,814788,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,female,45-54,"Branding - เปลี่ยนโอากาสพิเศษ",5.16,263,287,5,4,,,,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Communication",Traffic-Broad,female,65+,"Lifestyle - เลือกทองเหมือนเลือกสไตล์",5.02,165,180,6,5,,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Campaign",Campaign-Retargeting-Conversion,unknown,35-44,"Happy Mother Day -  1-12 Aug",4.93010731,40,128,1,1,,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Always On",Gold-Retargeting-Conversion,unknown,35-44,"The Memory Gold Laser  13-31 Aug",4.84983945,54,127,1,1,1,,,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,female,35-44,"Branding - เปลี่ยนโอากาสพิเศษ",4.84,284,297,5,4,,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Campaign",Campaign-Lookalike-Conversion,unknown,25-34,"Happy Mother Day -  1-12 Aug",4.74,71,157,7,1,,,,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Communication",Traffic-Broad,female,55-64,"Lifestyle - เลือกทองเหมือนเลือกสไตล์",4.64,137,149,4,3,,,,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Always On",Gold-Retargeting,female,65+,"ผ่อนทอง 0% Aug 2026",4.5998873,139,181,5,4,,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Always On",Gold-Lookalike-Conversion,female,55-64,"ปี่เซียะมงคล  11-20 Aug",4.4823065,65,74,2,2,,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Always On",Gold-Lookalike-Conversion,female,55-64,"The Memory Gold Laser  13-31 Aug",4.29,73,89,,,,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Always On",Gold-Lookalike-Conversion,female,55-64,"นาคครุฑเสริมบารมี  1-10 Aug",4.24,43,44,1,,,,,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Communication",Traffic-Broad,unknown,65+,"Branding - เปลี่ยนโอากาสพิเศษ",4.23013245,88,199,9,6,,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Always On",Gold-Lookalike-Conversion,male,45-54,"นาคครุฑเสริมบารมี  1-10 Aug",4.05,62,62,,,,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Always On",Gold-Lookalike-Conversion,male,35-44,"นาคครุฑเสริมบารมี  1-10 Aug",3.77,109,118,1,1,,,,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Communication",Traffic-Broad,female,45-54,"Lifestyle - เลือกทองเหมือนเลือกสไตล์",3.74,113,124,2,2,,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Always On",Gold-Retargeting-Conversion,male,65+,"นาคครุฑเสริมบารมี  1-10 Aug",3.69,18,29,1,1,,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Always On",Gold-Retargeting-Conversion,female,18-24,"นาคครุฑเสริมบารมี  1-10 Aug",3.67,68,109,1,,,,,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Always On",Gold-Retargeting,male,18-24,"พระประจำวันเกิด 1-31 Aug 26",3.66,181,235,1,,,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Campaign",Campaign-Retargeting-Conversion,male,25-34,"รวม 4 ไอเดียของขวัญวันแม่มาให้เลือก -  1-12 Aug",3.58,81,113,1,1,1,,,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,male,55-64,"Branding - เปลี่ยนโอากาสพิเศษ",3.57,155,211,2,2,,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Campaign",Campaign-Retargeting-Conversion,female,55-64,"รวม 4 ไอเดียของขวัญวันแม่มาให้เลือก -  1-12 Aug",3.51,50,72,3,3,,,,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Always On",Gold-Retargeting,unknown,35-44,"พระประจำวันเกิด 1-31 Aug 26",3.48,95,122,4,5,,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Always On",Gold-Retargeting-Conversion,female,18-24,"The Memory Custom Card   13-31 Aug",3.46,63,109,4,4,,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Campaign",Campaign-Retargeting-Conversion,unknown,25-34,"Happy Mother Day -  1-12 Aug",3.4500751,35,123,1,,1,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Campaign",Campaign-Retargeting-Conversion,male,35-44,"รวม 4 ไอเดียของขวัญวันแม่มาให้เลือก -  1-12 Aug",3.41,71,96,1,1,1,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Always On",Gold-Lookalike-Conversion,male,35-44,"ปี่เซียะมงคล  11-20 Aug",3.37173503,112,135,,,,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Campaign",Campaign-Board-Conversion,unknown,25-34,"รวม 4 ไอเดียของขวัญวันแม่มาให้เลือก -  1-12 Aug",3.33992454,71,114,,,,,,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Communication",Traffic-Broad,female,25-34,"Lifestyle - เลือกทองเหมือนเลือกสไตล์",3.31,153,170,3,3,,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Always On",Gold-Lookalike-Conversion,male,25-34,"ปี่เซียะมงคล  11-20 Aug",3.23166295,85,117,1,1,,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Always On",Gold-Lookalike-Conversion,male,45-54,"ปี่เซียะมงคล  11-20 Aug",3.13161146,82,95,1,1,,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Always On",Gold-Retargeting-Conversion,female,65+,"The Memory Custom Card   13-31 Aug",3.13,23,48,1,1,,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Campaign",Campaign-Board-Conversion,unknown,35-44,"รวม 4 ไอเดียของขวัญวันแม่มาให้เลือก -  1-12 Aug",3.05993087,61,114,1,1,,,,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Always On",Gold-Retargeting,male,55-64,"ผ่อนทอง 0% Aug 2026",3.05992503,98,128,5,4,,,,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,female,25-34,"Branding - เปลี่ยนโอากาสพิเศษ",3.04,172,181,4,5,,,,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Communication",Traffic-Broad,female,35-44,"Lifestyle - เลือกทองเหมือนเลือกสไตล์",3.01,136,147,3,3,,,,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,male,45-54,"Branding - เปลี่ยนโอากาสพิเศษ",2.87,141,161,6,6,,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Always On",Gold-Board-Conversion,female,18-24,"The Memory Gold Laser  13-31 Aug",2.7808455,77,95,2,2,,,,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Communication",Traffic-Broad,female,65+,"Service - ทองแท้ 96.5",2.72,74,79,,,,,,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Communication",Traffic-Broad,female,25-34,"Lifestyle - ทุกช่วงเวลาสำคัญมีทองที่ใช่เสมอ",2.68,119,126,1,1,,,,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,male,25-34,"Branding - เปลี่ยนโอากาสพิเศษ",2.68,102,118,2,2,,,,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,female,55-64,"Lifestyle - เลือกทองเหมือนเลือกสไตล์",2.64,47,55,1,1,,,,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,male,35-44,"Branding - เปลี่ยนโอากาสพิเศษ",2.64,135,154,,,,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Always On",Gold-Retargeting-Conversion,unknown,25-34,"ปี่เซียะมงคล  11-20 Aug",2.5096736,42,101,1,1,,,,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,female,35-44,"Lifestyle - ทุกช่วงเวลาสำคัญมีทองที่ใช่เสมอ",2.49,126,127,1,1,,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Always On",Gold-Retargeting-Conversion,male,55-64,"The Memory Custom Card   13-31 Aug",2.46,37,63,1,,,,,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,female,25-34,"Lifestyle - ทุกช่วงเวลาสำคัญมีทองที่ใช่เสมอ",2.35,111,115,2,1,,,,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Always On",Gold-Lookalike,male,35-44,"ผ่อนทอง 0% Aug 2026",2.28,77,83,,,,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Always On",Gold-Board-Conversion,male,55-64,"The Memory Gold Laser  13-31 Aug",2.27069039,27,37,,,,,,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Always On",Gold-Lookalike,male,18-24,"พระประจำวันเกิด 1-31 Aug 26",2.27,96,141,2,1,,,,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Always On",Gold-Broad,unknown,35-44,"ผ่อนทอง 0% Aug 2026",2.24982543,56,108,2,1,,,,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Communication",Traffic-Broad,unknown,55-64,"Branding - เปลี่ยนโอากาสพิเศษ",2.23006982,64,123,,,,,,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,male,65+,"Branding - เปลี่ยนโอากาสพิเศษ",2.12,73,86,3,3,,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Always On",Gold-Lookalike-Conversion,female,18-24,"The Memory Gold Laser  13-31 Aug",2,67,87,2,2,2,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Always On",Gold-Retargeting-Conversion,unknown,25-34,"The Memory Gold Laser  13-31 Aug",1.97993446,26,65,1,,,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Always On",Gold-Board-Conversion,female,65+,"นาคครุฑเสริมบารมี  1-10 Aug",1.97,16,16,,,,,,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,female,45-54,"Lifestyle - เลือกทองเหมือนเลือกสไตล์",1.95,46,47,4,4,,,,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Communication",Traffic-Broad,female,55-64,"Lifestyle - ทุกช่วงเวลาสำคัญมีทองที่ใช่เสมอ",1.95,72,78,1,1,,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Campaign",Campaign-Lookalike-Conversion,female,35-44,"รวม 4 ไอเดียของขวัญวันแม่มาให้เลือก -  1-12 Aug",1.93,64,75,1,1,,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Campaign",Campaign-Retargeting-Conversion,unknown,45-54,"Happy Mother Day -  1-12 Aug",1.89004114,23,49,1,,,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Campaign",Campaign-Retargeting-Conversion,male,45-54,"รวม 4 ไอเดียของขวัญวันแม่มาให้เลือก -  1-12 Aug",1.85,38,56,1,1,,,,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Communication",Traffic-Broad,female,35-44,"Lifestyle - ทุกช่วงเวลาสำคัญมีทองที่ใช่เสมอ",1.83,85,93,,,,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Always On",Gold-Retargeting-Conversion,unknown,45-54,"The Memory Gold Laser  13-31 Aug",1.81993975,25,33,,,,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Always On",Gold-Board-Conversion,female,55-64,"The Memory Gold Laser  13-31 Aug",1.81055049,49,61,1,2,,,,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,female,35-44,"Trust - ช่องทางชำระเงิน",1.81,55,57,,,,,,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Always On",Gold-Retargeting,female,18-24,"ผ่อนทอง 0% Aug 2026",1.7999559,62,77,2,2,,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Always On",Gold-Retargeting-Conversion,male,18-24,"The Memory Custom Card   13-31 Aug",1.79,15,43,,,,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Always On",Gold-Board-Conversion,male,65+,"นาคครุฑเสริมบารมี  1-10 Aug",1.79,15,15,,,,,,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Always On",Gold-Broad,unknown,45-54,"ผ่อนทอง 0% Aug 2026",1.7798619,33,72,2,1,,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Campaign",Campaign-Retargeting-Conversion,female,18-24,"รวม 4 ไอเดียของขวัญวันแม่มาให้เลือก -  1-12 Aug",1.75,24,30,,,,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Always On",Gold-Board-Conversion,female,65+,"ปี่เซียะมงคล  11-20 Aug",1.75,30,36,1,1,1,1,1590,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Always On",Gold-Lookalike,unknown,35-44,"พระประจำวันเกิด 1-31 Aug 26",1.74,93,105,,,,,,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Communication",Traffic-Broad,unknown,45-54,"Branding - เปลี่ยนโอากาสพิเศษ",1.6800526,55,100,,,,,,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Always On",Gold-Retargeting,unknown,25-34,"พระประจำวันเกิด 1-31 Aug 26",1.67,54,67,,,,,,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Always On",Gold-Retargeting,unknown,45-54,"พระประจำวันเกิด 1-31 Aug 26",1.65,59,67,1,1,,,,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Communication",Traffic-Broad,female,45-54,"Lifestyle - ทุกช่วงเวลาสำคัญมีทองที่ใช่เสมอ",1.63,54,60,2,2,,,,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Always On",Gold-Lookalike,male,45-54,"ผ่อนทอง 0% Aug 2026",1.62,35,38,2,1,,,,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Always On",Gold-Retargeting,male,65+,"ผ่อนทอง 0% Aug 2026",1.57996129,37,45,,,,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Always On",Gold-Board-Conversion,female,65+,"The Memory Gold Laser  13-31 Aug",1.56047445,11,18,,,,,,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Communication",Traffic-Broad,female,65+,"Lifestyle - ทุกช่วงเวลาสำคัญมีทองที่ใช่เสมอ",1.56,44,46,,,,,,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Always On",Gold-Lookalike,unknown,45-54,"พระประจำวันเกิด 1-31 Aug 26",1.54,54,63,1,1,,,,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Communication",Traffic-Broad,unknown,25-34,"Branding - เปลี่ยนโอากาสพิเศษ",1.53004791,34,62,1,1,,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Always On",Gold-Retargeting-Conversion,unknown,45-54,"นาคครุฑเสริมบารมี  1-10 Aug",1.51,12,17,,,,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Always On",Gold-Lookalike-Conversion,male,55-64,"นาคครุฑเสริมบารมี  1-10 Aug",1.5,18,19,,,,,,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,female,35-44,"Lifestyle - เลือกทองเหมือนเลือกสไตล์",1.45,46,47,1,1,,,,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Always On",Gold-Lookalike,female,55-64,"ผ่อนทอง 0% Aug 2026",1.45,35,38,,,,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Campaign",Campaign-Retargeting-Conversion,female,65+,"รวม 4 ไอเดียของขวัญวันแม่มาให้เลือก -  1-12 Aug",1.43,15,20,2,2,1,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Always On",Gold-Board-Conversion,female,18-24,"ปี่เซียะมงคล  11-20 Aug",1.42,47,67,,,,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Campaign",Campaign-Lookalike-Conversion,unknown,45-54,"Happy Mother Day -  1-12 Aug",1.36,31,47,1,1,,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Campaign",Campaign-Board-Conversion,unknown,45-54,"รวม 4 ไอเดียของขวัญวันแม่มาให้เลือก -  1-12 Aug",1.3499695,32,46,,,,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Campaign",Campaign-Lookalike-Conversion,female,25-34,"รวม 4 ไอเดียของขวัญวันแม่มาให้เลือก -  1-12 Aug",1.32,54,59,3,2,,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Always On",Gold-Retargeting-Conversion,unknown,55-64,"ปี่เซียะมงคล  11-20 Aug",1.29983095,13,16,,,,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Always On",Gold-Board-Conversion,unknown,35-44,"ปี่เซียะมงคล  11-20 Aug",1.27,26,36,,,,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Always On",Gold-Lookalike-Conversion,male,55-64,"ปี่เซียะมงคล  11-20 Aug",1.25064356,20,23,1,1,1,1,1590,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Communication",Traffic-Broad,male,65+,"Lifestyle - เลือกทองเหมือนเลือกสไตล์",1.24,57,59,,,,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Always On",Gold-Retargeting-Conversion,male,65+,"The Memory Custom Card   13-31 Aug",1.21,7,15,,,,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Always On",Gold-Lookalike-Conversion,male,18-24,"The Memory Gold Laser  13-31 Aug",1.16,30,41,1,1,1,,,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Always On",Gold-Lookalike,unknown,25-34,"พระประจำวันเกิด 1-31 Aug 26",1.16,48,58,,,,,,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,female,25-34,"Trust - ช่องทางชำระเงิน",1.14,35,38,,,,,,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,female,25-34,"Lifestyle - เลือกทองเหมือนเลือกสไตล์",1.13,39,43,1,1,,,,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Always On",Gold-Lookalike,male,25-34,"ผ่อนทอง 0% Aug 2026",1.13,37,40,,,,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Always On",Gold-Board-Conversion,male,18-24,"ปี่เซียะมงคล  11-20 Aug",1.11,31,46,,,1,,,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,female,45-54,"Trust - ช่องทางชำระเงิน",1.09,29,30,,,,,,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,female,35-44,"Trust - ช่องทางชำระเงิน",1.08,39,42,1,1,,,,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Communication",Traffic-Broad,female,55-64,"Service - ทองแท้ 96.5",1.08,47,50,,,,,,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Communication",Traffic-Broad,male,35-44,"Lifestyle - เลือกทองเหมือนเลือกสไตล์",1.08,65,70,,,,,,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,male,35-44,"Branding - เปลี่ยนโอากาสพิเศษ",1.08,72,72,1,1,,,,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Communication",Traffic-Retargeting,female,45-54,"Lifestyle - ทุกช่วงเวลาสำคัญมีทองที่ใช่เสมอ",1.07,53,55,,,,,,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Communication",Traffic-Broad,female,45-54,"Service - ทองแท้ 96.5",1.05,38,40,,,,,,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Always On",Gold-Broad,unknown,25-34,"ผ่อนทอง 0% Aug 2026",1.04991853,61,83,1,,,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Always On",Gold-Board-Conversion,male,65+,"ปี่เซียะมงคล  11-20 Aug",0.91,16,20,,,,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Always On",Gold-Board-Conversion,unknown,45-54,"ปี่เซียะมงคล  11-20 Aug",0.87,12,18,1,1,,,,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Communication",Traffic-Broad,female,25-34,"Service - ทองแท้ 96.5",0.86,28,29,2,4,,,,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Communication",Traffic-Broad,female,35-44,"Trust - ช่องทางชำระเงิน",0.84,17,19,,,,,,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Communication",Traffic-Lookalike,male,25-34,"Branding - เปลี่ยนโอากาสพิเศษ",0.84,42,45,,,,,,2026-08-11,2026-08-17
"2600 | ONN | website Traffic | Communication",Traffic-Broad,unknown,35-44,"Branding - เปลี่ยนโอากาสพิเศษ",0.83002599,34,54,1,1,,,,2026-08-11,2026-08-17
"2600 | ONN | website Conversion | Always On",Gold-Board-Conversion,female,18-24,"นาคครุฑเสริมบารมี  1-10 Aug",0.83,21,25,,,,,,2026-08-11,2026-08-17
